"ID","Order","Ring","RingTitle","Step","Gate","Focus","SourceBasis","Trigger","PassCondition","FailCondition","Evidence","Next","Status"
"CS-GR-132","132","R08","Representation And Map Function","13","Variation Stability Gate","maps, diagrams, indexes, ledgers, and model grammar","Feynman diagrams, house graph architecture, PROV/SKOS sources","a gate seems good","small wording, file order, or context changes do not break the route. Ring clean result: maps change legal moves instead of decorating.","the gate only works in the exact wording that inspired it","counterexample, perturbation check, repeated run, disproof condition","Consolidation Fit Gate","candidate support gate; not active doctrine"
"CS-GR-133","133","R08","Representation And Map Function","14","Consolidation Fit Gate","maps, diagrams, indexes, ledgers, and model grammar","Feynman diagrams, house graph architecture, PROV/SKOS sources","overlap appears","KEEP SEPARATE, MOVE LOGIC, PACK TOGETHER, PARK, REJECT, or WATCH AGAIN is chosen with reason. Ring clean result: maps change legal moves instead of decorating.","overlap becomes a broad merge or another loose gate pile","three-signal check, overlap note, risk if merged, risk if separate","Affected Scope Gate","candidate support gate; not active doctrine"
"CS-GR-134","134","R08","Representation And Map Function","15","Affected Scope Gate","maps, diagrams, indexes, ledgers, and model grammar","Feynman diagrams, house graph architecture, PROV/SKOS sources","a new gate changes neighboring work","affected files, lanes, receipts, maps, and next tasks are statused. Ring clean result: maps change legal moves instead of decorating.","a clean-looking gate leaves stale neighbors","affected-area map, partner sync, no-blind-move check","Verdict Status Gate","candidate support gate; not active doctrine"
"CS-GR-135","135","R08","Representation And Map Function","16","Verdict Status Gate","maps, diagrams, indexes, ledgers, and model grammar","Feynman diagrams, house graph architecture, PROV/SKOS sources","a judgment is needed","PASS, PASS WITH GUARDRAILS, PARTIAL, FAIL, INVALID, YIELD, BLOCKED, PARKED, PROMOTED, or RETIRED matches evidence. Ring clean result: maps change legal moves instead of decorating.","status words exaggerate the proof","verdict line, proof burden, open guardrail","Return Closure Gate","candidate support gate; not active doctrine"
"CS-GR-136","136","R08","Representation And Map Function","17","Return Closure Gate","maps, diagrams, indexes, ledgers, and model grammar","Feynman diagrams, house graph architecture, PROV/SKOS sources","the ring needs to close","next state circles back to the active target and names release or return trigger. Ring clean result: maps change legal moves instead of decorating.","the ring leaves active weight, no close condition, or no next move","receipt, closeout, issue-status footer, next anchor","next ring or clean stop","candidate support gate; not active doctrine"
"CS-GR-137","137","R09","Relationship Graph And Seams","01","Trigger Recognition Gate","parent, child, neighbor, dependency, blocker, support, proof, and return edges","synthesis V2/V4, creative loom model, controlled relation vocabulary","a signal enters this ring","the signal is named before action. Ring clean result: seams stay visible through synthesis.","the ring starts from mood, speed, or vague pressure","user request, file path, source note, command output, or prior receipt","Authority Scope Gate","candidate support gate; not active doctrine"
"CS-GR-138","138","R09","Relationship Graph And Seams","02","Authority Scope Gate","parent, child, neighbor, dependency, blocker, support, proof, and return edges","synthesis V2/V4, creative loom model, controlled relation vocabulary","the ring might touch rules, files, or status","authority, allowed touch, and blocked touch are named. Ring clean result: seams stay visible through synthesis.","source ore, chat, or support notes become boss by proximity","ACTIVE_ANCHOR, active guide boundary, user request, AGENTS boundary","Object Identity Gate","candidate support gate; not active doctrine"
"CS-GR-139","139","R09","Relationship Graph And Seams","03","Object Identity Gate","parent, child, neighbor, dependency, blocker, support, proof, and return edges","synthesis V2/V4, creative loom model, controlled relation vocabulary","an item must be judged","object type and status are named. Ring clean result: seams stay visible through synthesis.","the item is handled before anyone knows whether it is source, proof, rule, TODO, receipt, or gate","file role, folder, status line, source disposition, receipt","Placement Home Gate","candidate support gate; not active doctrine"
"CS-GR-140","140","R09","Relationship Graph And Seams","04","Placement Home Gate","parent, child, neighbor, dependency, blocker, support, proof, and return edges","synthesis V2/V4, creative loom model, controlled relation vocabulary","the object needs a house lane","home lane is named before save, merge, park, or close. Ring clean result: seams stay visible through synthesis.","a mystery file, loose note, or floating gate remains","path, lane role, manifest, source custody, parking lane","Word Key Gate","candidate support gate; not active doctrine"
"CS-GR-141","141","R09","Relationship Graph And Seams","05","Word Key Gate","parent, child, neighbor, dependency, blocker, support, proof, and return edges","synthesis V2/V4, creative loom model, controlled relation vocabulary","wording can route behavior","behavior-controlling words point to exact object, action, proof, verdict, or next state. Ring clean result: seams stay visible through synthesis.","labels sound clean but open the wrong door","term list, title, verdict word, route word, status word","Source Provenance Gate","candidate support gate; not active doctrine"
"CS-GR-142","142","R09","Relationship Graph And Seams","06","Source Provenance Gate","parent, child, neighbor, dependency, blocker, support, proof, and return edges","synthesis V2/V4, creative loom model, controlled relation vocabulary","evidence or concept is imported","source, activity, actor/tool, evidence, and derived decision are visible. Ring clean result: seams stay visible through synthesis.","a concept is used with no custody trail or how-found chain","source index, provenance passport, hash, citation, transcript path","Attention Salience Gate","candidate support gate; not active doctrine"
"CS-GR-143","143","R09","Relationship Graph And Seams","07","Attention Salience Gate","parent, child, neighbor, dependency, blocker, support, proof, and return edges","synthesis V2/V4, creative loom model, controlled relation vocabulary","too many signals compete","active focus and blocked side routes are visible. Ring clean result: seams stay visible through synthesis.","everything remains equally loud and the route drifts","active target, side-route list, load state, user correction","Relation Edge Gate","candidate support gate; not active doctrine"
"CS-GR-144","144","R09","Relationship Graph And Seams","08","Relation Edge Gate","parent, child, neighbor, dependency, blocker, support, proof, and return edges","synthesis V2/V4, creative loom model, controlled relation vocabulary","two items seem connected","edge type is named: source, proof, parent, child, neighbor, blocker, promotion, return. Ring clean result: seams stay visible through synthesis.","similarity is mistaken for relationship","relation table, graph note, source map, issue map","Risk Dirty-Milk Gate","candidate support gate; not active doctrine"
"CS-GR-145","145","R09","Relationship Graph And Seams","09","Risk Dirty-Milk Gate","parent, child, neighbor, dependency, blocker, support, proof, and return edges","synthesis V2/V4, creative loom model, controlled relation vocabulary","motion could carry bad material forward","dirty conditions, risk severity, and quarantine path are named. Ring clean result: seams stay visible through synthesis.","dirty milk is carried because it looks useful","risk note, dirty-tree status, security watch, conflict signal","Substrate Tool Gate","candidate support gate; not active doctrine"
"CS-GR-146","146","R09","Relationship Graph And Seams","10","Substrate Tool Gate","parent, child, neighbor, dependency, blocker, support, proof, and return edges","synthesis V2/V4, creative loom model, controlled relation vocabulary","a tool or method is chosen","tool matches phenomenon: shell for file truth, source ledger for research, map for relations, test for behavior. Ring clean result: seams stay visible through synthesis.","a bigger or flashier tool substitutes for the right substrate","command output, source ledger, test result, map, receipt","Action Exit Gate","candidate support gate; not active doctrine"
"CS-GR-147","147","R09","Relationship Graph And Seams","11","Action Exit Gate","parent, child, neighbor, dependency, blocker, support, proof, and return edges","synthesis V2/V4, creative loom model, controlled relation vocabulary","the ring is about to move","allowed exits close by proof, not explanation. Ring clean result: seams stay visible through synthesis.","the system exits by sounding resolved","named action, proof closure, blocked narration exit","Proof Evidence Gate","candidate support gate; not active doctrine"
"CS-GR-148","148","R09","Relationship Graph And Seams","12","Proof Evidence Gate","parent, child, neighbor, dependency, blocker, support, proof, and return edges","synthesis V2/V4, creative loom model, controlled relation vocabulary","a claim needs trust","claim touches visible evidence. Ring clean result: seams stay visible through synthesis.","PASS is claimed from confidence, tone, or authority","hash, path, line, test, citation, root listing, status output","Variation Stability Gate","candidate support gate; not active doctrine"
"CS-GR-149","149","R09","Relationship Graph And Seams","13","Variation Stability Gate","parent, child, neighbor, dependency, blocker, support, proof, and return edges","synthesis V2/V4, creative loom model, controlled relation vocabulary","a gate seems good","small wording, file order, or context changes do not break the route. Ring clean result: seams stay visible through synthesis.","the gate only works in the exact wording that inspired it","counterexample, perturbation check, repeated run, disproof condition","Consolidation Fit Gate","candidate support gate; not active doctrine"
"CS-GR-150","150","R09","Relationship Graph And Seams","14","Consolidation Fit Gate","parent, child, neighbor, dependency, blocker, support, proof, and return edges","synthesis V2/V4, creative loom model, controlled relation vocabulary","overlap appears","KEEP SEPARATE, MOVE LOGIC, PACK TOGETHER, PARK, REJECT, or WATCH AGAIN is chosen with reason. Ring clean result: seams stay visible through synthesis.","overlap becomes a broad merge or another loose gate pile","three-signal check, overlap note, risk if merged, risk if separate","Affected Scope Gate","candidate support gate; not active doctrine"
"CS-GR-151","151","R09","Relationship Graph And Seams","15","Affected Scope Gate","parent, child, neighbor, dependency, blocker, support, proof, and return edges","synthesis V2/V4, creative loom model, controlled relation vocabulary","a new gate changes neighboring work","affected files, lanes, receipts, maps, and next tasks are statused. Ring clean result: seams stay visible through synthesis.","a clean-looking gate leaves stale neighbors","affected-area map, partner sync, no-blind-move check","Verdict Status Gate","candidate support gate; not active doctrine"
"CS-GR-152","152","R09","Relationship Graph And Seams","16","Verdict Status Gate","parent, child, neighbor, dependency, blocker, support, proof, and return edges","synthesis V2/V4, creative loom model, controlled relation vocabulary","a judgment is needed","PASS, PASS WITH GUARDRAILS, PARTIAL, FAIL, INVALID, YIELD, BLOCKED, PARKED, PROMOTED, or RETIRED matches evidence. Ring clean result: seams stay visible through synthesis.","status words exaggerate the proof","verdict line, proof burden, open guardrail","Return Closure Gate","candidate support gate; not active doctrine"
"CS-GR-153","153","R09","Relationship Graph And Seams","17","Return Closure Gate","parent, child, neighbor, dependency, blocker, support, proof, and return edges","synthesis V2/V4, creative loom model, controlled relation vocabulary","the ring needs to close","next state circles back to the active target and names release or return trigger. Ring clean result: seams stay visible through synthesis.","the ring leaves active weight, no close condition, or no next move","receipt, closeout, issue-status footer, next anchor","next ring or clean stop","candidate support gate; not active doctrine"
"CS-GR-154","154","R10","Provenance And How-Found","01","Trigger Recognition Gate","source, activity, actor/tool, evidence, derivation, and discovery path","Gate Evidence/How-Found, W3C PROV, receipts","a signal enters this ring","the signal is named before action. Ring clean result: every trust-affecting gate can show how it found the claim.","the ring starts from mood, speed, or vague pressure","user request, file path, source note, command output, or prior receipt","Authority Scope Gate","candidate support gate; not active doctrine"
"CS-GR-155","155","R10","Provenance And How-Found","02","Authority Scope Gate","source, activity, actor/tool, evidence, derivation, and discovery path","Gate Evidence/How-Found, W3C PROV, receipts","the ring might touch rules, files, or status","authority, allowed touch, and blocked touch are named. Ring clean result: every trust-affecting gate can show how it found the claim.","source ore, chat, or support notes become boss by proximity","ACTIVE_ANCHOR, active guide boundary, user request, AGENTS boundary","Object Identity Gate","candidate support gate; not active doctrine"
"CS-GR-156","156","R10","Provenance And How-Found","03","Object Identity Gate","source, activity, actor/tool, evidence, derivation, and discovery path","Gate Evidence/How-Found, W3C PROV, receipts","an item must be judged","object type and status are named. Ring clean result: every trust-affecting gate can show how it found the claim.","the item is handled before anyone knows whether it is source, proof, rule, TODO, receipt, or gate","file role, folder, status line, source disposition, receipt","Placement Home Gate","candidate support gate; not active doctrine"
"CS-GR-157","157","R10","Provenance And How-Found","04","Placement Home Gate","source, activity, actor/tool, evidence, derivation, and discovery path","Gate Evidence/How-Found, W3C PROV, receipts","the object needs a house lane","home lane is named before save, merge, park, or close. Ring clean result: every trust-affecting gate can show how it found the claim.","a mystery file, loose note, or floating gate remains","path, lane role, manifest, source custody, parking lane","Word Key Gate","candidate support gate; not active doctrine"
"CS-GR-158","158","R10","Provenance And How-Found","05","Word Key Gate","source, activity, actor/tool, evidence, derivation, and discovery path","Gate Evidence/How-Found, W3C PROV, receipts","wording can route behavior","behavior-controlling words point to exact object, action, proof, verdict, or next state. Ring clean result: every trust-affecting gate can show how it found the claim.","labels sound clean but open the wrong door","term list, title, verdict word, route word, status word","Source Provenance Gate","candidate support gate; not active doctrine"
"CS-GR-159","159","R10","Provenance And How-Found","06","Source Provenance Gate","source, activity, actor/tool, evidence, derivation, and discovery path","Gate Evidence/How-Found, W3C PROV, receipts","evidence or concept is imported","source, activity, actor/tool, evidence, and derived decision are visible. Ring clean result: every trust-affecting gate can show how it found the claim.","a concept is used with no custody trail or how-found chain","source index, provenance passport, hash, citation, transcript path","Attention Salience Gate","candidate support gate; not active doctrine"
"CS-GR-160","160","R10","Provenance And How-Found","07","Attention Salience Gate","source, activity, actor/tool, evidence, derivation, and discovery path","Gate Evidence/How-Found, W3C PROV, receipts","too many signals compete","active focus and blocked side routes are visible. Ring clean result: every trust-affecting gate can show how it found the claim.","everything remains equally loud and the route drifts","active target, side-route list, load state, user correction","Relation Edge Gate","candidate support gate; not active doctrine"
"CS-GR-161","161","R10","Provenance And How-Found","08","Relation Edge Gate","source, activity, actor/tool, evidence, derivation, and discovery path","Gate Evidence/How-Found, W3C PROV, receipts","two items seem connected","edge type is named: source, proof, parent, child, neighbor, blocker, promotion, return. Ring clean result: every trust-affecting gate can show how it found the claim.","similarity is mistaken for relationship","relation table, graph note, source map, issue map","Risk Dirty-Milk Gate","candidate support gate; not active doctrine"
"CS-GR-162","162","R10","Provenance And How-Found","09","Risk Dirty-Milk Gate","source, activity, actor/tool, evidence, derivation, and discovery path","Gate Evidence/How-Found, W3C PROV, receipts","motion could carry bad material forward","dirty conditions, risk severity, and quarantine path are named. Ring clean result: every trust-affecting gate can show how it found the claim.","dirty milk is carried because it looks useful","risk note, dirty-tree status, security watch, conflict signal","Substrate Tool Gate","candidate support gate; not active doctrine"
"CS-GR-163","163","R10","Provenance And How-Found","10","Substrate Tool Gate","source, activity, actor/tool, evidence, derivation, and discovery path","Gate Evidence/How-Found, W3C PROV, receipts","a tool or method is chosen","tool matches phenomenon: shell for file truth, source ledger for research, map for relations, test for behavior. Ring clean result: every trust-affecting gate can show how it found the claim.","a bigger or flashier tool substitutes for the right substrate","command output, source ledger, test result, map, receipt","Action Exit Gate","candidate support gate; not active doctrine"
"CS-GR-164","164","R10","Provenance And How-Found","11","Action Exit Gate","source, activity, actor/tool, evidence, derivation, and discovery path","Gate Evidence/How-Found, W3C PROV, receipts","the ring is about to move","allowed exits close by proof, not explanation. Ring clean result: every trust-affecting gate can show how it found the claim.","the system exits by sounding resolved","named action, proof closure, blocked narration exit","Proof Evidence Gate","candidate support gate; not active doctrine"
"CS-GR-165","165","R10","Provenance And How-Found","12","Proof Evidence Gate","source, activity, actor/tool, evidence, derivation, and discovery path","Gate Evidence/How-Found, W3C PROV, receipts","a claim needs trust","claim touches visible evidence. Ring clean result: every trust-affecting gate can show how it found the claim.","PASS is claimed from confidence, tone, or authority","hash, path, line, test, citation, root listing, status output","Variation Stability Gate","candidate support gate; not active doctrine"
"CS-GR-166","166","R10","Provenance And How-Found","13","Variation Stability Gate","source, activity, actor/tool, evidence, derivation, and discovery path","Gate Evidence/How-Found, W3C PROV, receipts","a gate seems good","small wording, file order, or context changes do not break the route. Ring clean result: every trust-affecting gate can show how it found the claim.","the gate only works in the exact wording that inspired it","counterexample, perturbation check, repeated run, disproof condition","Consolidation Fit Gate","candidate support gate; not active doctrine"
"CS-GR-167","167","R10","Provenance And How-Found","14","Consolidation Fit Gate","source, activity, actor/tool, evidence, derivation, and discovery path","Gate Evidence/How-Found, W3C PROV, receipts","overlap appears","KEEP SEPARATE, MOVE LOGIC, PACK TOGETHER, PARK, REJECT, or WATCH AGAIN is chosen with reason. Ring clean result: every trust-affecting gate can show how it found the claim.","overlap becomes a broad merge or another loose gate pile","three-signal check, overlap note, risk if merged, risk if separate","Affected Scope Gate","candidate support gate; not active doctrine"
"CS-GR-168","168","R10","Provenance And How-Found","15","Affected Scope Gate","source, activity, actor/tool, evidence, derivation, and discovery path","Gate Evidence/How-Found, W3C PROV, receipts","a new gate changes neighboring work","affected files, lanes, receipts, maps, and next tasks are statused. Ring clean result: every trust-affecting gate can show how it found the claim.","a clean-looking gate leaves stale neighbors","affected-area map, partner sync, no-blind-move check","Verdict Status Gate","candidate support gate; not active doctrine"
"CS-GR-169","169","R10","Provenance And How-Found","16","Verdict Status Gate","source, activity, actor/tool, evidence, derivation, and discovery path","Gate Evidence/How-Found, W3C PROV, receipts","a judgment is needed","PASS, PASS WITH GUARDRAILS, PARTIAL, FAIL, INVALID, YIELD, BLOCKED, PARKED, PROMOTED, or RETIRED matches evidence. Ring clean result: every trust-affecting gate can show how it found the claim.","status words exaggerate the proof","verdict line, proof burden, open guardrail","Return Closure Gate","candidate support gate; not active doctrine"
"CS-GR-170","170","R10","Provenance And How-Found","17","Return Closure Gate","source, activity, actor/tool, evidence, derivation, and discovery path","Gate Evidence/How-Found, W3C PROV, receipts","the ring needs to close","next state circles back to the active target and names release or return trigger. Ring clean result: every trust-affecting gate can show how it found the claim.","the ring leaves active weight, no close condition, or no next move","receipt, closeout, issue-status footer, next anchor","next ring or clean stop","candidate support gate; not active doctrine"
"CS-GR-171","171","R11","Evidence And Proof Ledger","01","Trigger Recognition Gate","proof burden, proof ledger rows, receipts, and disproof","Proof Ledger Lock, Logic Proof Gate, Challenger proof discipline","a signal enters this ring","the signal is named before action. Ring clean result: PASS follows evidence, not confidence.","the ring starts from mood, speed, or vague pressure","user request, file path, source note, command output, or prior receipt","Authority Scope Gate","candidate support gate; not active doctrine"
"CS-GR-172","172","R11","Evidence And Proof Ledger","02","Authority Scope Gate","proof burden, proof ledger rows, receipts, and disproof","Proof Ledger Lock, Logic Proof Gate, Challenger proof discipline","the ring might touch rules, files, or status","authority, allowed touch, and blocked touch are named. Ring clean result: PASS follows evidence, not confidence.","source ore, chat, or support notes become boss by proximity","ACTIVE_ANCHOR, active guide boundary, user request, AGENTS boundary","Object Identity Gate","candidate support gate; not active doctrine"
"CS-GR-173","173","R11","Evidence And Proof Ledger","03","Object Identity Gate","proof burden, proof ledger rows, receipts, and disproof","Proof Ledger Lock, Logic Proof Gate, Challenger proof discipline","an item must be judged","object type and status are named. Ring clean result: PASS follows evidence, not confidence.","the item is handled before anyone knows whether it is source, proof, rule, TODO, receipt, or gate","file role, folder, status line, source disposition, receipt","Placement Home Gate","candidate support gate; not active doctrine"
"CS-GR-174","174","R11","Evidence And Proof Ledger","04","Placement Home Gate","proof burden, proof ledger rows, receipts, and disproof","Proof Ledger Lock, Logic Proof Gate, Challenger proof discipline","the object needs a house lane","home lane is named before save, merge, park, or close. Ring clean result: PASS follows evidence, not confidence.","a mystery file, loose note, or floating gate remains","path, lane role, manifest, source custody, parking lane","Word Key Gate","candidate support gate; not active doctrine"
"CS-GR-175","175","R11","Evidence And Proof Ledger","05","Word Key Gate","proof burden, proof ledger rows, receipts, and disproof","Proof Ledger Lock, Logic Proof Gate, Challenger proof discipline","wording can route behavior","behavior-controlling words point to exact object, action, proof, verdict, or next state. Ring clean result: PASS follows evidence, not confidence.","labels sound clean but open the wrong door","term list, title, verdict word, route word, status word","Source Provenance Gate","candidate support gate; not active doctrine"
"CS-GR-176","176","R11","Evidence And Proof Ledger","06","Source Provenance Gate","proof burden, proof ledger rows, receipts, and disproof","Proof Ledger Lock, Logic Proof Gate, Challenger proof discipline","evidence or concept is imported","source, activity, actor/tool, evidence, and derived decision are visible. Ring clean result: PASS follows evidence, not confidence.","a concept is used with no custody trail or how-found chain","source index, provenance passport, hash, citation, transcript path","Attention Salience Gate","candidate support gate; not active doctrine"
"CS-GR-177","177","R11","Evidence And Proof Ledger","07","Attention Salience Gate","proof burden, proof ledger rows, receipts, and disproof","Proof Ledger Lock, Logic Proof Gate, Challenger proof discipline","too many signals compete","active focus and blocked side routes are visible. Ring clean result: PASS follows evidence, not confidence.","everything remains equally loud and the route drifts","active target, side-route list, load state, user correction","Relation Edge Gate","candidate support gate; not active doctrine"
"CS-GR-178","178","R11","Evidence And Proof Ledger","08","Relation Edge Gate","proof burden, proof ledger rows, receipts, and disproof","Proof Ledger Lock, Logic Proof Gate, Challenger proof discipline","two items seem connected","edge type is named: source, proof, parent, child, neighbor, blocker, promotion, return. Ring clean result: PASS follows evidence, not confidence.","similarity is mistaken for relationship","relation table, graph note, source map, issue map","Risk Dirty-Milk Gate","candidate support gate; not active doctrine"
"CS-GR-179","179","R11","Evidence And Proof Ledger","09","Risk Dirty-Milk Gate","proof burden, proof ledger rows, receipts, and disproof","Proof Ledger Lock, Logic Proof Gate, Challenger proof discipline","motion could carry bad material forward","dirty conditions, risk severity, and quarantine path are named. Ring clean result: PASS follows evidence, not confidence.","dirty milk is carried because it looks useful","risk note, dirty-tree status, security watch, conflict signal","Substrate Tool Gate","candidate support gate; not active doctrine"
"CS-GR-180","180","R11","Evidence And Proof Ledger","10","Substrate Tool Gate","proof burden, proof ledger rows, receipts, and disproof","Proof Ledger Lock, Logic Proof Gate, Challenger proof discipline","a tool or method is chosen","tool matches phenomenon: shell for file truth, source ledger for research, map for relations, test for behavior. Ring clean result: PASS follows evidence, not confidence.","a bigger or flashier tool substitutes for the right substrate","command output, source ledger, test result, map, receipt","Action Exit Gate","candidate support gate; not active doctrine"
"CS-GR-181","181","R11","Evidence And Proof Ledger","11","Action Exit Gate","proof burden, proof ledger rows, receipts, and disproof","Proof Ledger Lock, Logic Proof Gate, Challenger proof discipline","the ring is about to move","allowed exits close by proof, not explanation. Ring clean result: PASS follows evidence, not confidence.","the system exits by sounding resolved","named action, proof closure, blocked narration exit","Proof Evidence Gate","candidate support gate; not active doctrine"
"CS-GR-182","182","R11","Evidence And Proof Ledger","12","Proof Evidence Gate","proof burden, proof ledger rows, receipts, and disproof","Proof Ledger Lock, Logic Proof Gate, Challenger proof discipline","a claim needs trust","claim touches visible evidence. Ring clean result: PASS follows evidence, not confidence.","PASS is claimed from confidence, tone, or authority","hash, path, line, test, citation, root listing, status output","Variation Stability Gate","candidate support gate; not active doctrine"
"CS-GR-183","183","R11","Evidence And Proof Ledger","13","Variation Stability Gate","proof burden, proof ledger rows, receipts, and disproof","Proof Ledger Lock, Logic Proof Gate, Challenger proof discipline","a gate seems good","small wording, file order, or context changes do not break the route. Ring clean result: PASS follows evidence, not confidence.","the gate only works in the exact wording that inspired it","counterexample, perturbation check, repeated run, disproof condition","Consolidation Fit Gate","candidate support gate; not active doctrine"
"CS-GR-184","184","R11","Evidence And Proof Ledger","14","Consolidation Fit Gate","proof burden, proof ledger rows, receipts, and disproof","Proof Ledger Lock, Logic Proof Gate, Challenger proof discipline","overlap appears","KEEP SEPARATE, MOVE LOGIC, PACK TOGETHER, PARK, REJECT, or WATCH AGAIN is chosen with reason. Ring clean result: PASS follows evidence, not confidence.","overlap becomes a broad merge or another loose gate pile","three-signal check, overlap note, risk if merged, risk if separate","Affected Scope Gate","candidate support gate; not active doctrine"
"CS-GR-185","185","R11","Evidence And Proof Ledger","15","Affected Scope Gate","proof burden, proof ledger rows, receipts, and disproof","Proof Ledger Lock, Logic Proof Gate, Challenger proof discipline","a new gate changes neighboring work","affected files, lanes, receipts, maps, and next tasks are statused. Ring clean result: PASS follows evidence, not confidence.","a clean-looking gate leaves stale neighbors","affected-area map, partner sync, no-blind-move check","Verdict Status Gate","candidate support gate; not active doctrine"
"CS-GR-186","186","R11","Evidence And Proof Ledger","16","Verdict Status Gate","proof burden, proof ledger rows, receipts, and disproof","Proof Ledger Lock, Logic Proof Gate, Challenger proof discipline","a judgment is needed","PASS, PASS WITH GUARDRAILS, PARTIAL, FAIL, INVALID, YIELD, BLOCKED, PARKED, PROMOTED, or RETIRED matches evidence. Ring clean result: PASS follows evidence, not confidence.","status words exaggerate the proof","verdict line, proof burden, open guardrail","Return Closure Gate","candidate support gate; not active doctrine"
"CS-GR-187","187","R11","Evidence And Proof Ledger","17","Return Closure Gate","proof burden, proof ledger rows, receipts, and disproof","Proof Ledger Lock, Logic Proof Gate, Challenger proof discipline","the ring needs to close","next state circles back to the active target and names release or return trigger. Ring clean result: PASS follows evidence, not confidence.","the ring leaves active weight, no close condition, or no next move","receipt, closeout, issue-status footer, next anchor","next ring or clean stop","candidate support gate; not active doctrine"
"CS-GR-188","188","R12","Risk Incident And False Alarm","01","Trigger Recognition Gate","incident existence, suspect claim, risk severity, dirty milk, and quarantine","Incident Existence Gate, Risk Severity Evidence, security watch notes","a signal enters this ring","the signal is named before action. Ring clean result: the event is proven before suspect or repair.","the ring starts from mood, speed, or vague pressure","user request, file path, source note, command output, or prior receipt","Authority Scope Gate","candidate support gate; not active doctrine"
"CS-GR-189","189","R12","Risk Incident And False Alarm","02","Authority Scope Gate","incident existence, suspect claim, risk severity, dirty milk, and quarantine","Incident Existence Gate, Risk Severity Evidence, security watch notes","the ring might touch rules, files, or status","authority, allowed touch, and blocked touch are named. Ring clean result: the event is proven before suspect or repair.","source ore, chat, or support notes become boss by proximity","ACTIVE_ANCHOR, active guide boundary, user request, AGENTS boundary","Object Identity Gate","candidate support gate; not active doctrine"
"CS-GR-190","190","R12","Risk Incident And False Alarm","03","Object Identity Gate","incident existence, suspect claim, risk severity, dirty milk, and quarantine","Incident Existence Gate, Risk Severity Evidence, security watch notes","an item must be judged","object type and status are named. Ring clean result: the event is proven before suspect or repair.","the item is handled before anyone knows whether it is source, proof, rule, TODO, receipt, or gate","file role, folder, status line, source disposition, receipt","Placement Home Gate","candidate support gate; not active doctrine"
"CS-GR-191","191","R12","Risk Incident And False Alarm","04","Placement Home Gate","incident existence, suspect claim, risk severity, dirty milk, and quarantine","Incident Existence Gate, Risk Severity Evidence, security watch notes","the object needs a house lane","home lane is named before save, merge, park, or close. Ring clean result: the event is proven before suspect or repair.","a mystery file, loose note, or floating gate remains","path, lane role, manifest, source custody, parking lane","Word Key Gate","candidate support gate; not active doctrine"
"CS-GR-192","192","R12","Risk Incident And False Alarm","05","Word Key Gate","incident existence, suspect claim, risk severity, dirty milk, and quarantine","Incident Existence Gate, Risk Severity Evidence, security watch notes","wording can route behavior","behavior-controlling words point to exact object, action, proof, verdict, or next state. Ring clean result: the event is proven before suspect or repair.","labels sound clean but open the wrong door","term list, title, verdict word, route word, status word","Source Provenance Gate","candidate support gate; not active doctrine"
"CS-GR-193","193","R12","Risk Incident And False Alarm","06","Source Provenance Gate","incident existence, suspect claim, risk severity, dirty milk, and quarantine","Incident Existence Gate, Risk Severity Evidence, security watch notes","evidence or concept is imported","source, activity, actor/tool, evidence, and derived decision are visible. Ring clean result: the event is proven before suspect or repair.","a concept is used with no custody trail or how-found chain","source index, provenance passport, hash, citation, transcript path","Attention Salience Gate","candidate support gate; not active doctrine"
"CS-GR-194","194","R12","Risk Incident And False Alarm","07","Attention Salience Gate","incident existence, suspect claim, risk severity, dirty milk, and quarantine","Incident Existence Gate, Risk Severity Evidence, security watch notes","too many signals compete","active focus and blocked side routes are visible. Ring clean result: the event is proven before suspect or repair.","everything remains equally loud and the route drifts","active target, side-route list, load state, user correction","Relation Edge Gate","candidate support gate; not active doctrine"
"CS-GR-195","195","R12","Risk Incident And False Alarm","08","Relation Edge Gate","incident existence, suspect claim, risk severity, dirty milk, and quarantine","Incident Existence Gate, Risk Severity Evidence, security watch notes","two items seem connected","edge type is named: source, proof, parent, child, neighbor, blocker, promotion, return. Ring clean result: the event is proven before suspect or repair.","similarity is mistaken for relationship","relation table, graph note, source map, issue map","Risk Dirty-Milk Gate","candidate support gate; not active doctrine"
"CS-GR-196","196","R12","Risk Incident And False Alarm","09","Risk Dirty-Milk Gate","incident existence, suspect claim, risk severity, dirty milk, and quarantine","Incident Existence Gate, Risk Severity Evidence, security watch notes","motion could carry bad material forward","dirty conditions, risk severity, and quarantine path are named. Ring clean result: the event is proven before suspect or repair.","dirty milk is carried because it looks useful","risk note, dirty-tree status, security watch, conflict signal","Substrate Tool Gate","candidate support gate; not active doctrine"
"CS-GR-197","197","R12","Risk Incident And False Alarm","10","Substrate Tool Gate","incident existence, suspect claim, risk severity, dirty milk, and quarantine","Incident Existence Gate, Risk Severity Evidence, security watch notes","a tool or method is chosen","tool matches phenomenon: shell for file truth, source ledger for research, map for relations, test for behavior. Ring clean result: the event is proven before suspect or repair.","a bigger or flashier tool substitutes for the right substrate","command output, source ledger, test result, map, receipt","Action Exit Gate","candidate support gate; not active doctrine"
