"ConceptId","Theme","UseHorizon","SignalText","SignalCount","SourceFileCount","SampleSources"
"CONCEPT-31128","SAVE_LOCK_GIT","WANT_LATER_OR_PARK","Status: SAVED HOUSE PROCESS CANDIDATE / NOT DOCTRINE / NOT ACTIVE_GUIDES / NOT CURRENT_TRUTH_INDEX","3","3","_TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/LOCK_SAVE_AFTER_RUN_BREADCRUMB_WASH_LEAP_CLOSE_V1.1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/LOCK_SAVE_AFTER_RUN_BREADCRUMB_WASH_LEAP_CLOSE_V1.2.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/LOCK_SAVE_HELPER_VALUE_AUDIT_AND_SEAT_LEDGER_V1.ps1"
"CONCEPT-08482","SAVE_LOCK_GIT","WANT_LATER_OR_PARK","The same save helper succeeded when run directly through V1.3 with -AllowGitWrites.","3","3","_TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/WRITE_CODE_GATE_V14_ALLOW_SWITCH_FORWARDING_FIX_CARD_V1.ps1; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/CODE_GATE_V14_ALLOW_SWITCH_FORWARDING_CANDIDATE_RULE_20260528_000240.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/GEAR_RACK/RULE_MACHINES/CODE_GATE_V14_ALLOW_SWITCH_FORWARDING_FIX_CARD_20260528_000240.md"
"CONCEPT-12199","SAVE_LOCK_GIT","WANT_LATER_OR_PARK","The target contains Git write commands and was explicitly allowed.","3","3","_TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/WRITE_CODE_GATE_WARNING_RESPONSE_LAYER_V1.ps1; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/CODE_GATE_WARNING_RESPONSE_LAYER_CANDIDATE_RULE_20260528_001051.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/GEAR_RACK/RULE_MACHINES/CODE_GATE_WARNING_RESPONSE_LAYER_CARD_20260528_001051.md"
"CONCEPT-16299","SAVE_LOCK_GIT","WANT_LATER_OR_PARK","This is a packaged candidate-support harness starter.","3","3","HELPER_CAPABILITY_SYSTEM_V2_3_HOUSE_HARNESS_PACK_V0_2/02_CHUNKS/CHUNK_10_LOCK_SAVE_BOUNDARY_AND_NEXT_ALLOWED_WORK.md; HELPER_CAPABILITY_SYSTEM_V2_3_HOUSE_HARNESS_PACK_V0_2/ALL_10_CHUNKS_PACKAGE/02_CHUNKS/CHUNK_10_LOCK_SAVE_BOUNDARY_AND_NEXT_ALLOWED_WORK.md; HELPER_CAPABILITY_SYSTEM_V2_3_HOUSE_HARNESS_PACK_V0_2/CHUNK_10_LOCK_SAVE_BOUNDARY_AND_NEXT_ALLOWED_WORK_PACKAGE/02_CHUNKS/CHUNK_10_LOCK_SAVE_BOUNDARY_AND_NEXT_ALLOWED_WORK.md"
"CONCEPT-05419","SAVE_LOCK_GIT","WANT_LATER_OR_PARK","throw ""RepoRoot is not a git repository: $RepoRoot""","3","3","_TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/LOCK_SAVE_EDWARD_ALL_ROOM_TRIPLE_PATHFINDING_SOFT_SUIT_CANDIDATE_V1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/REPAIR_SAVE_DREAMFORGE_REENTRY_SOURCE_ORE_V1.1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/SAVE_DREAMFORGE_REENTRY_SOURCE_ORE_V1.ps1"
"CONCEPT-04331","SAVE_LOCK_GIT","WANT_LATER_OR_PARK","Use a narrow known save helper that requires Git-write permission.","3","3","_TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/WRITE_CODE_GATE_V14_ALLOW_SWITCH_FORWARDING_FIX_CARD_V1.ps1; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/CODE_GATE_V14_ALLOW_SWITCH_FORWARDING_CANDIDATE_RULE_20260528_000240.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/GEAR_RACK/RULE_MACHINES/CODE_GATE_V14_ALLOW_SWITCH_FORWARDING_FIX_CARD_20260528_000240.md"
"CONCEPT-39316","SHAPE_GATE_CONTRACT","WANT_LATER_OR_PARK","""Get-SafeString"",""213"",""Get-SafeString $candidate[0].PairReasons""","3","3","_MISC_DRAWER/READ_REPORTS/CODING_ROOM/GENERATED_HELPER_SHAPE_CONTRACT_GATE_V1_1_LOCAL_ONLY_UNIQUE_20260531_1325_20260531_134806/GENERATED_HELPER_SHAPE_CONTRACT_GATE_V1_1_LOCAL_ONLY_UNIQUE_20260531_1325_COMMAND_INVENTORY.csv; _MISC_DRAWER/READ_REPORTS/CODING_ROOM/GENERATED_HELPER_SHAPE_CONTRACT_GATE_V1_1_LOCAL_ONLY_UNIQUE_20260531_1325_20260531_134849/GENERATED_HELPER_SHAPE_CONTRACT_GATE_V1_1_LOCAL_ONLY_UNIQUE_20260531_1325_COMMAND_INVENTORY.csv; _MISC_DRAWER/READ_REPORTS/CODING_ROOM/GENERATED_HELPER_SHAPE_CONTRACT_GATE_V1_1_LOCAL_ONLY_UNIQUE_20260531_1325_20260531_135501/GENERATED_HELPER_SHAPE_CONTRACT_GATE_V1_1_LOCAL_ONLY_UNIQUE_20260531_1325_COMMAND_INVENTORY.csv"
"CONCEPT-37453","SHAPE_GATE_CONTRACT","WANT_LATER_OR_PARK","""Get-SafeString"",""214"",""Get-SafeString $candidate[0].PairScore""","3","3","_MISC_DRAWER/READ_REPORTS/CODING_ROOM/GENERATED_HELPER_SHAPE_CONTRACT_GATE_V1_1_LOCAL_ONLY_UNIQUE_20260531_1325_20260531_134806/GENERATED_HELPER_SHAPE_CONTRACT_GATE_V1_1_LOCAL_ONLY_UNIQUE_20260531_1325_COMMAND_INVENTORY.csv; _MISC_DRAWER/READ_REPORTS/CODING_ROOM/GENERATED_HELPER_SHAPE_CONTRACT_GATE_V1_1_LOCAL_ONLY_UNIQUE_20260531_1325_20260531_134849/GENERATED_HELPER_SHAPE_CONTRACT_GATE_V1_1_LOCAL_ONLY_UNIQUE_20260531_1325_COMMAND_INVENTORY.csv; _MISC_DRAWER/READ_REPORTS/CODING_ROOM/GENERATED_HELPER_SHAPE_CONTRACT_GATE_V1_1_LOCAL_ONLY_UNIQUE_20260531_1325_20260531_135501/GENERATED_HELPER_SHAPE_CONTRACT_GATE_V1_1_LOCAL_ONLY_UNIQUE_20260531_1325_COMMAND_INVENTORY.csv"
"CONCEPT-39468","SHAPE_GATE_CONTRACT","WANT_LATER_OR_PARK","if ($rootNorm.Equals($candidate, [System.StringComparison]::OrdinalIgnoreCase)) { return $true }","3","3","_TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/SOURCE_TO_HOUSE_WASH_HELPER_V1.1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/SOURCE_TO_HOUSE_WASH_HELPER_V1.2.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/SOURCE_TO_HOUSE_WASH_HELPER_V1.3.ps1"
"CONCEPT-00218","SHAPE_GATE_CONTRACT","WANT_LATER_OR_PARK","param([string]$Question,[string]$Bridge,[string]$Candidate)","3","3","_TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_MANUAL_CHAINED_PROOF_TRIAL_V1_1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_MAX5_BATCH_SCALE_STEP_TRIAL_V1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_TINY_BATCH_VERIFIER_TRIAL_V1.ps1"
"CONCEPT-04654","SOURCE_INTAKE_RESEARCH","WANT_LATER_OR_PARK","""candidate"",","3","3","_TOOLS_AND_SCRIPTS/SOURCE_TO_HOUSE_INTAKE_FAMILY_20260530/VERSIONS/SOURCE_TO_HOUSE_INTAKE_V1.1/DISSECT_PROFILE_CLEAN_SEED_V1.json; _TOOLS_AND_SCRIPTS/SOURCE_TO_HOUSE_INTAKE_FAMILY_20260530/VERSIONS/SOURCE_TO_HOUSE_INTAKE_V1.2/DISSECT_PROFILE_CLEAN_SEED_V1.json; _TOOLS_AND_SCRIPTS/SOURCE_TO_HOUSE_INTAKE_FAMILY_20260530/VERSIONS/SOURCE_TO_HOUSE_INTAKE_V1/DISSECT_PROFILE_CLEAN_SEED_V1.json"
"CONCEPT-34776","SOURCE_INTAKE_RESEARCH","WANT_LATER_OR_PARK","### BRAIN_LEARNING candidate","3","3","_TOOLS_AND_SCRIPTS/SOURCE_TO_HOUSE_INTAKE_FAMILY_20260530/VERSIONS/SOURCE_TO_HOUSE_INTAKE_V1.1/HOUSE_PLACEMENT_MAP_V1.md; _TOOLS_AND_SCRIPTS/SOURCE_TO_HOUSE_INTAKE_FAMILY_20260530/VERSIONS/SOURCE_TO_HOUSE_INTAKE_V1.2/HOUSE_PLACEMENT_MAP_V1.md; _TOOLS_AND_SCRIPTS/SOURCE_TO_HOUSE_INTAKE_FAMILY_20260530/VERSIONS/SOURCE_TO_HOUSE_INTAKE_V1/HOUSE_PLACEMENT_MAP_V1.md"
"CONCEPT-25045","SOURCE_INTAKE_RESEARCH","WANT_LATER_OR_PARK","[void]$nextRows.Add($candidate)","3","3","_TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/INTAKE_SELECTED_LEGACY_LINKS_PATTERN_REPEAT_V1.1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/INTAKE_SELECTED_LEGACY_LINKS_PATTERN_REPEAT_V1.2.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/INTAKE_SELECTED_LEGACY_LINKS_PATTERN_REPEAT_V1.ps1"
"CONCEPT-34102","SOURCE_INTAKE_RESEARCH","WANT_LATER_OR_PARK","-> candidate rules/patterns","3","3","_TOOLS_AND_SCRIPTS/SOURCE_TO_HOUSE_INTAKE_FAMILY_20260530/VERSIONS/SOURCE_TO_HOUSE_INTAKE_V1.1/SOURCE_TO_HOUSE_INTAKE_DEEP_DESIGN_V1.md; _TOOLS_AND_SCRIPTS/SOURCE_TO_HOUSE_INTAKE_FAMILY_20260530/VERSIONS/SOURCE_TO_HOUSE_INTAKE_V1.2/SOURCE_TO_HOUSE_INTAKE_DEEP_DESIGN_V1.md; _TOOLS_AND_SCRIPTS/SOURCE_TO_HOUSE_INTAKE_FAMILY_20260530/VERSIONS/SOURCE_TO_HOUSE_INTAKE_V1/SOURCE_TO_HOUSE_INTAKE_DEEP_DESIGN_V1.md"
"CONCEPT-17504","SOURCE_INTAKE_RESEARCH","WANT_LATER_OR_PARK","Authority: local helper candidate, not doctrine, not ACTIVE_GUIDES, not CURRENT_TRUTH_INDEX","3","3","_TOOLS_AND_SCRIPTS/SOURCE_TO_HOUSE_INTAKE_FAMILY_20260530/VERSIONS/SOURCE_TO_HOUSE_INTAKE_V1.1/SOURCE_TO_HOUSE_INTAKE_DEEP_DESIGN_V1.md; _TOOLS_AND_SCRIPTS/SOURCE_TO_HOUSE_INTAKE_FAMILY_20260530/VERSIONS/SOURCE_TO_HOUSE_INTAKE_V1.2/SOURCE_TO_HOUSE_INTAKE_DEEP_DESIGN_V1.md; _TOOLS_AND_SCRIPTS/SOURCE_TO_HOUSE_INTAKE_FAMILY_20260530/VERSIONS/SOURCE_TO_HOUSE_INTAKE_V1/SOURCE_TO_HOUSE_INTAKE_DEEP_DESIGN_V1.md"
"CONCEPT-16391","SOURCE_INTAKE_RESEARCH","WANT_LATER_OR_PARK","Boundary: read/report only; processed-memory repeat queue only; no candidate code start.","3","3","_MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_221144_INTAKE_SELECTED_LEGACY_LINKS_REPEAT_MEMORY_V1.3.ps1.md; _MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_221300_INTAKE_SELECTED_LEGACY_LINKS_REPEAT_MEMORY_V1.3.ps1.md; _MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_221344_INTAKE_SELECTED_LEGACY_LINKS_REPEAT_MEMORY_V1.3.ps1.md"
"CONCEPT-23930","SOURCE_INTAKE_RESEARCH","WANT_LATER_OR_PARK","Boundary: read/report only; repeat queue only; no candidate code start.","3","3","_MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_220151_INTAKE_SELECTED_LEGACY_LINKS_PATTERN_REPEAT_V1.ps1.md; _MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_220332_INTAKE_SELECTED_LEGACY_LINKS_PATTERN_REPEAT_V1.1.ps1.md; _MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260527_220711_INTAKE_SELECTED_LEGACY_LINKS_PATTERN_REPEAT_V1.2.ps1.md"
"CONCEPT-30765","SOURCE_INTAKE_RESEARCH","WANT_LATER_OR_PARK","Status: CANDIDATE SUPPORT.","3","3","HELPER_CAPABILITY_SYSTEM_V2_3_HOUSE_HARNESS_PACK_V0_2/02_CHUNKS/CHUNK_01_SOURCE_WEB_OUTSIDE_PATTERN_HARVEST.md; HELPER_CAPABILITY_SYSTEM_V2_3_HOUSE_HARNESS_PACK_V0_2/ALL_10_CHUNKS_PACKAGE/02_CHUNKS/CHUNK_01_SOURCE_WEB_OUTSIDE_PATTERN_HARVEST.md; HELPER_CAPABILITY_SYSTEM_V2_3_HOUSE_HARNESS_PACK_V0_2/CHUNK_01_SOURCE_WEB_OUTSIDE_PATTERN_HARVEST_PACKAGE/02_CHUNKS/CHUNK_01_SOURCE_WEB_OUTSIDE_PATTERN_HARVEST.md"
"CONCEPT-19164","SOURCE_INTAKE_RESEARCH","WANT_LATER_OR_PARK","The output is Soft Suit candidate material. Candidate rules are not doctrine. Candidate extraction is a trial surface for the metacognition pattern and the helper pipeline.","3","3","_TOOLS_AND_SCRIPTS/SOURCE_TO_HOUSE_INTAKE_FAMILY_20260530/VERSIONS/SOURCE_TO_HOUSE_INTAKE_V1.1/SOURCE_TO_HOUSE_INTAKE_DEEP_DESIGN_V1.md; _TOOLS_AND_SCRIPTS/SOURCE_TO_HOUSE_INTAKE_FAMILY_20260530/VERSIONS/SOURCE_TO_HOUSE_INTAKE_V1.2/SOURCE_TO_HOUSE_INTAKE_DEEP_DESIGN_V1.md; _TOOLS_AND_SCRIPTS/SOURCE_TO_HOUSE_INTAKE_FAMILY_20260530/VERSIONS/SOURCE_TO_HOUSE_INTAKE_V1/SOURCE_TO_HOUSE_INTAKE_DEEP_DESIGN_V1.md"
"CONCEPT-20454","TOOLS_HARNESS_RUNNERS","WANT_LATER_OR_PARK","# This does not start Whirlpool.","3","3","_TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_CANDIDATE_SELECTION_GATE_TRIAL_V1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_CANDIDATE_SELECTION_GATE_TRIAL_V1_1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_SHELL_OUTTAKE_USER_VIEW_TRIAL_V1.ps1"
"CONCEPT-02197","TOOLS_HARNESS_RUNNERS","WANT_LATER_OR_PARK","$candidate = Get-ChildItem -LiteralPath $reportRoot -Filter ""LOWER_LEVEL_ERROR_POWERPLAY_AUDIT_SEED_V1_3_*.md"" -File |","3","3","_TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_LOWER_LEVEL_ERROR_POWERPLAY_HIGH_ROWS_REVIEW_V1.1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_LOWER_LEVEL_ERROR_POWERPLAY_HIGH_ROWS_REVIEW_V1.2.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_LOWER_LEVEL_ERROR_POWERPLAY_HIGH_ROWS_REVIEW_V1.ps1"
"CONCEPT-05265","TOOLS_HARNESS_RUNNERS","WANT_LATER_OR_PARK","$reasons += ""candidate present""","3","3","_TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_CANDIDATE_SELECTION_GATE_TRIAL_V1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_CANDIDATE_SELECTION_GATE_TRIAL_V1_1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_TINY_BATCH_VERIFIER_TRIAL_V1.ps1"
"CONCEPT-30189","TOOLS_HARNESS_RUNNERS","WANT_LATER_OR_PARK","$ReportPath = $candidate.FullName","3","3","_TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_LOWER_LEVEL_ERROR_POWERPLAY_HIGH_ROWS_REVIEW_V1.1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_LOWER_LEVEL_ERROR_POWERPLAY_HIGH_ROWS_REVIEW_V1.2.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_LOWER_LEVEL_ERROR_POWERPLAY_HIGH_ROWS_REVIEW_V1.ps1"
"CONCEPT-11242","TOOLS_HARNESS_RUNNERS","WANT_LATER_OR_PARK","[void]$Lines.Add(""3. Confirm console no longer says CANDIDATE."")","3","3","_TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/REPAIR_CODE_GATE_RUNNER_V1.4_EXACT_POSTRUN_LABEL_V1.2.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/REPAIR_CODE_GATE_RUNNER_V1.4_LABEL_SWEEP_V1.1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/REPAIR_CODE_GATE_RUNNER_V1.4_LABELS_V1.ps1"
"CONCEPT-39245","TOOLS_HARNESS_RUNNERS","WANT_LATER_OR_PARK","[void]$Lines.Add(""Candidate marker remaining: $CandidateMarkerRemaining"")","3","3","_TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/REPAIR_CODE_GATE_RUNNER_V1.4_EXACT_POSTRUN_LABEL_V1.2.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/REPAIR_CODE_GATE_RUNNER_V1.4_LABEL_SWEEP_V1.1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/REPAIR_CODE_GATE_RUNNER_V1.4_LABELS_V1.ps1"
"CONCEPT-12738","TOOLS_HARNESS_RUNNERS","WANT_LATER_OR_PARK","13. If the direct path reaches a branch not exercised by probe, failure there is a lower-layer breadcrumb candidate.","3","3","_MISC_DRAWER/READ_REPORTS/HELPER_SCRIPT_GENERATION_BASE_LAYER_GUARD_V1_2_20260530_092451.md; _MISC_DRAWER/READ_REPORTS/HELPER_SCRIPT_GENERATION_BASE_LAYER_GUARD_V1_20260530_092145.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_SCRIPT_GENERATION_BASE_LAYER_GUARD_20260530.md"
"CONCEPT-17134","TOOLS_HARNESS_RUNNERS","WANT_LATER_OR_PARK","function Score-Candidate {","3","3","_TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_CANDIDATE_SELECTION_GATE_TRIAL_V1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_CANDIDATE_SELECTION_GATE_TRIAL_V1_1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_TINY_BATCH_VERIFIER_TRIAL_V1.ps1"
"CONCEPT-22846","TOOLS_HARNESS_RUNNERS","WANT_LATER_OR_PARK","if (-not $candidate) {","3","3","_TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_LOWER_LEVEL_ERROR_POWERPLAY_HIGH_ROWS_REVIEW_V1.1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_LOWER_LEVEL_ERROR_POWERPLAY_HIGH_ROWS_REVIEW_V1.2.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/RUN_LOWER_LEVEL_ERROR_POWERPLAY_HIGH_ROWS_REVIEW_V1.ps1"
"CONCEPT-24164","TOOLS_HARNESS_RUNNERS","WANT_LATER_OR_PARK","if (Test-Path -LiteralPath $candidate -PathType Container) {","3","3","_TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/CROSS_EXAM_RULE_EXPANSION_DISCOVERY_V1.1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/CROSS_EXAM_RULE_EXPANSION_DISCOVERY_V1.2.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/CROSS_EXAM_RULE_EXPANSION_DISCOVERY_V1.ps1"
"CONCEPT-01362","TOOLS_HARNESS_RUNNERS","WANT_LATER_OR_PARK","Message: Selected one strong-card candidate and one cluster-card candidate for manual inspection.","3","3","_MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260529_194926_INSPECT_FILE_THINKING_LANE_TRIAL_001_V1.1.ps1.md; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/INSPECT_FILE_THINKING_LANE_TRIAL_001_V1.1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/INSPECT_FILE_THINKING_LANE_TRIAL_001_V1.ps1"
"CONCEPT-10270","TOOLS_HARNESS_RUNNERS","WANT_LATER_OR_PARK","Write-Host ""Candidate marker remaining: $CandidateMarkerRemaining"" -ForegroundColor Cyan","3","3","_TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/REPAIR_CODE_GATE_RUNNER_V1.4_EXACT_POSTRUN_LABEL_V1.2.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/REPAIR_CODE_GATE_RUNNER_V1.4_LABEL_SWEEP_V1.1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/REPAIR_CODE_GATE_RUNNER_V1.4_LABELS_V1.ps1"
"CONCEPT-11565","AUTHORITY_BOUNDARY","WANT_LATER_OR_PARK","- boundary;","2","2","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/LOCAL_HELPERS_STATUS_NOT_CODE_CANDIDATE_RULE_20260528_001837.md; Jxhnny_Kl33N_Seedz/MULE_LOCAL_ONLY/BOSS_POOL_WHEEL/MULE_BOSS_POOL_WHEEL_0_JUDGE_12_GATES_V1.md"
"CONCEPT-23847","CHAT_HANDOFF_CONTEXT","WANT_LATER_OR_PARK","Autonomous candidate generation.","2","2","_CHAT_DROPS/ROOT_CLEANOUT_DROP_COPY_20260530_200513/CHAT_DROP_COPY__MAX10_BATCH_SCALE_STEP_AUDIT_SUIT_CARD_V1.md; _CHAT_DROPS/ROOT_CLEANOUT_DROP_COPY_20260530_200513/CHAT_DROP_COPY__MAX8_BATCH_SCALE_STEP_AUDIT_SUIT_CARD_V1.md"
"CONCEPT-25989","CLAIM_CAPABILITY","WANT_LATER_OR_PARK","- Candidate support only.","2","2","Jxhnny_Kl33N_Seedz/PROOF_HISTORY/CLAIM_CAPABILITY_CANDIDATE_SAVE_PACKET_RECEIPT_20260531.txt; Jxhnny_Kl33N_Seedz/PROOF_HISTORY/CLAIM_CAPABILITY_LIVE_REPLAY_RECEIPT_20260531.txt"
"CONCEPT-24930","CLAIM_CAPABILITY","WANT_LATER_OR_PARK","- ea0df82 Save claim capability candidate packet","2","2","_MISC_DRAWER/READ_REPORTS/CODING_ROOM_NEXT_ASSURANCE_SELECTOR_WITH_SHAPE_BENCH_V1_UNIQUE_20260531_0935/20260531_062556/CODING_ROOM_NEXT_ASSURANCE_SELECTOR_WITH_SHAPE_BENCH_REPORT_V1_UNIQUE_20260531_0935_20260531_062556.md; _MISC_DRAWER/READ_REPORTS/POST_SAVE_CLOSEOUT_AND_NEXT_ROUTE_V1_UNIQUE_20260531_0845/20260531_061144/POST_SAVE_CLOSEOUT_AND_NEXT_ROUTE_REPORT_V1_UNIQUE_20260531_0845_20260531_061144.md"
"CONCEPT-22294","CLAIM_CAPABILITY","WANT_LATER_OR_PARK","- Force-add only the intentional repo files listed above plus this manifest and its paired receipt.","2","2","Jxhnny_Kl33N_Seedz/PROOF_HISTORY/CLAIM_CAPABILITY_CANDIDATE_SAVE_PACKET_IGNORED_PATH_MANIFEST_20260531.txt; Jxhnny_Kl33N_Seedz/PROOF_HISTORY/CLAIM_CAPABILITY_LIVE_REPLAY_IGNORED_PATH_MANIFEST_20260531.txt"
"CONCEPT-29419","CLAIM_CAPABILITY","WANT_LATER_OR_PARK","## Why this exists","2","2","_MISC_DRAWER/READ_REPORTS/CLAIM_CAPABILITY_DIRTY_SET_SAVE_DECISION_V1_1_UNIQUE_20260531_0755/20260531_055338/CLAIM_CAPABILITY_DIRTY_SET_SAVE_DECISION_REPORT_V1_1_UNIQUE_20260531_0755_20260531_055338.md; Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/CLAIM_CAPABILITY_BRIDGE_HARNESS_CANDIDATE_20260531.md"
