"ConceptId","Theme","UseHorizon","SignalText","SignalCount","SourceFileCount","SampleSources"
"CONCEPT-21065","HOUSE_ROUTING_ROOMS","NEXT_WORK","POWERSHELL CODE GATE RUNNER REPORT Vx RUN FULL HOUSE GATE WASH AUTO REVIEW BATCH Vx.ps1","2","2","_MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260530_100806_RUN_FULL_HOUSE_GATE_WASH_AUTO_REVIEW_BATCH_V1.ps1.md; _MISC_DRAWER/READ_REPORTS/POWERSHELL_CODE_GATE_RUNNER_REPORT_V1.3_20260530_100822_RUN_FULL_HOUSE_GATE_WASH_AUTO_REVIEW_BATCH_V1.ps1.md"
"CONCEPT-23328","HOUSE_ROUTING_ROOMS","NEXT_WORK","Purpose: make every meaningful run teach the house before the next leap stacks on top of it.","2","2","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/AFTER_RUN_BREADCRUMB_WASH_LEAP_CLOSE_LIVING_ORDER_20260528.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/GEAR_RACK/AFTER_RUN_BREADCRUMB_WASH_LEAP_CLOSE_CARD_20260528.md"
"CONCEPT-14866","HOUSE_ROUTING_ROOMS","NEXT_WORK","Sequencer Room: strong. It has a distinct role: next order, not authority.","2","2","Jxhnny_Kl33N_Seedz/MULE_LOCAL_ONLY/TOP_SECRET_IDEA_CELL_LOCAL_ONLY_20260524_001305/INBOX/NEW_ISSUES_20260524_001305.txt; Jxhnny_Kl33N_Seedz/MULE_LOCAL_ONLY/TOP_SECRET_IDEA_CELL_LOCAL_ONLY_20260524_001305/INBOX/ROOT_ISSUE_DROPS_MOVED_20260524_011003/NEW_ISSUES.txt"
"CONCEPT-02467","HOUSE_ROUTING_ROOMS","NEXT_WORK","Status: TODO / helper logic follow-up","2","2","_TOOLS_AND_SCRIPTS/ROOT_TOOL_PACKAGES_20260530/HELPER_FILE_LOGIC_RULE_SAVE_PACKET_V1/TODO__SOURCE_TO_HOUSE_HELPER_LOGIC_NEXT_WORK_20260528.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/SOURCE_TO_HOUSE_HELPER_LOGIC_NEXT_WORK_20260528.md"
"CONCEPT-41359","HOUSE_ROUTING_ROOMS","NEXT_WORK","Status: TODO / NEXT USE","2","2","Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/CHAT_HANDOFF_CHECKPOINT_ROPE_CARRY_NEXT_USE_TODO_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/NEED_TO_KNOW_BASES_FIRST_LIVE_USE_TODO_20260530.md"
"CONCEPT-21922","HOUSE_ROUTING_ROOMS","NEXT_WORK","Step 'Cycle Exit Gate' 'a ring finishes' 'the next ring or clean stop is named' 'output drifts with no return path' 'issue footer, next ring pointer' 'No Pile Gate'","2","2","Jxhnny_Kl33N_Seedz/HOUSE_WORK/GATE_RINGS/MASTER_500_GATE_RING_20260524/BUILD_MASTER_GATE_RING_20260524.ps1; Jxhnny_Kl33N_Seedz/HOUSE_WORK/GATE_RINGS/MASTER_500_GATE_RING_20260524/PRE_EXPANSION_BASELINE_20260524_225710/BUILD_MASTER_GATE_RING_20260524.ps1"
"CONCEPT-09222","HOUSE_ROUTING_ROOMS","NEXT_WORK","That tells me something about the house’s maturity: it has learned that old instructions can look alive. That is a real problem in systems like this. A previous “next move” can sit in a file and fool the assistant into treating history as command. The current truth split fixes that by separating orientation from motion.","2","2","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/ROOT_DOOR_CLEAR_BIG_BOY_SET_20260525_032347/big_boy_chat.txt; Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/ROOT_DROP_BIG_BOY_CHAT_20260525_031219/big_boy_chat.txt"
"CONCEPT-06582","HOUSE_ROUTING_ROOMS","NEXT_WORK","The next branch is how to save safely, not whether to save.","2","2","_MISC_DRAWER/SOURCE_TO_HOUSE_WASH/SOURCE_TO_HOUSE_WASH_20260528_201141/CHUNKS_LOCAL_ONLY/024_WAYFINDING_SAVE_ROUTE_EVENT_CHAIN_BRANCH_CAPTURE_V1.md_CHUNK_02.txt; _MISC_DRAWER/SOURCE_TO_HOUSE_WASH/SOURCE_TO_HOUSE_WASH_20260528_201152/CHUNKS_LOCAL_ONLY/024_WAYFINDING_SAVE_ROUTE_EVENT_CHAIN_BRANCH_CAPTURE_V1.md_CHUNK_02.txt"
"CONCEPT-01936","HOUSE_ROUTING_ROOMS","NEXT_WORK","The next breadcrumb was the learning machine. The user noticed that when the assistant asked why a weak answer was weak, the answer itself exposed the method. That produced the answer-your-own-question recipe: notice weak output, ask why it weakened, inspect how the better answer became visible, extract the route as a reusable move, rerun the same active tas...","2","2","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/ROOT_DOOR_CLEAR_BIG_BOY_SET_20260525_032347/BIG_BOY_CHAT_CONSOLIDATED_WASH_REPORT_V1.txt; Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/ROOT_DROP_BIG_BOY_CHAT_20260525_031219/BIG_BOY_CHAT_CONSOLIDATED_WASH_REPORT_V1.txt"
"CONCEPT-01487","HOUSE_ROUTING_ROOMS","NEXT_WORK","Toolbelt: Living Object Contract; Helper Control Shell; Route Court; Policy Gate.","2","2","Jxhnny_Kl33N_Seedz/COMMAND_CENTER/CHILD_SHELL/HELPERS/HELPER_READ_CHILD_SHELL_STATUS_SUMMARY_LEVEL2.ps1; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/CHAT_HANDOFF_CHECKPOINT_ROPE_CARRY_NEXT_USE_TODO_20260530.md"
"CONCEPT-36332","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","- [WATCH] HOUSE_WORK/TODO/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_BOUNDED_REPAIR_TICKETS_20260530.md :: POSSIBLE_SKIPPED_LOWER_ROOT_REVIEW :: Issue mentions lower/root/tool failure language without clear upper/lower separation.","2","2","_MISC_DRAWER/READ_REPORTS/ROOT_LAYER_SKIPPED_ISSUE_HISTORY_AUDIT_REPORT_20260530_161205.md; _MISC_DRAWER/READ_REPORTS/ROOT_LAYER_SKIPPED_ISSUE_HISTORY_AUDIT_REPORT_20260530_194553.md"
"CONCEPT-13384","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","- ledger;","2","2","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/RIGIDITY_HUNT_SIGNAL_BEFORE_OBJECT_TYPE_RULE_20260524.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/LIVING_OBJECT_REGISTRY_V2_AUDIT_AND_BOUNDED_REPAIR_TODO_20260530.md"
"CONCEPT-09587","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","- Missing from registry: 172","2","2","_MISC_DRAWER/READ_REPORTS/LOCAL_HELPER_REGISTRY_COMPLETENESS_AUDIT_V1_20260528_002709.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/SOFT_SUIT_NEXT_WORK_20260528_011839.md"
"CONCEPT-08010","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","- Next condition: re-audit and compare closure for this path and these fields/classes.","2","2","Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/INDEXES/LOWER_LEVEL_ERROR_POWERPLAY_BREADCRUMB_CHAIN_LEDGER_V1_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SORTING_BENCH/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_BOUNDED_REPAIR_REPORT_20260530.md"
"CONCEPT-33702","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","- Path: HOUSE_WORK/TODO/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_BOUNDED_REPAIR_TICKETS_20260530.md","2","2","_MISC_DRAWER/READ_REPORTS/PATH_CLASS_CONFIRMED_50_REPAIR_PACKET_20260530_195649.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SORTING_BENCH/PATH_CLASS_50_WAVE_REPAIR_PACKET_20260530/PATH_CLASS_CONFIRMED_50_REPAIR_PACKET_SOURCE_COPY_20260530.md"
"CONCEPT-40744","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","- policy gate.","2","2","Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/LIVING_OBJECT_REGISTRY_V2_AUDIT_AND_BOUNDED_REPAIR_TODO_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SORTING_BENCH/WHOLE_HOUSE_LIVING_OBJECT_REGISTRY_PROTOCOL_V2_FIT_REPORT_20260530.md"
"CONCEPT-11482","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","""20260528_201141"",""BREAK_ROOM_LOCKER_SELF_RUN_REVIEW_20260528.md"",""6"",""Authority: not doctrine, not ACTIVE_GUIDES, not CURRENT_TRUTH_INDEX"",""REVIEW"",""CANDIDATE_OR_SOURCE_ORE""","2","2","_MISC_DRAWER/SOURCE_TO_HOUSE_WASH/SOURCE_TO_HOUSE_WASH_20260528_201141/SOURCE_TO_HOUSE_WASH_CANDIDATE_EXTRACTS_20260528_201141.csv; _MISC_DRAWER/SOURCE_TO_HOUSE_WASH/SOURCE_TO_HOUSE_WASH_20260528_201152/SOURCE_TO_HOUSE_WASH_CANDIDATE_EXTRACTS_20260528_201152.csv"
"CONCEPT-15947","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","""20260528_201141"",""CENTER_ROOM_COMMONS_JOB_DEFINITION_CANDIDATE_20260528.md"",""5"",""Authority: not doctrine, not ACTIVE_GUIDES, not CURRENT_TRUTH_INDEX"",""REVIEW"",""CANDIDATE_OR_SOURCE_ORE""","2","2","_MISC_DRAWER/SOURCE_TO_HOUSE_WASH/SOURCE_TO_HOUSE_WASH_20260528_201141/SOURCE_TO_HOUSE_WASH_CANDIDATE_EXTRACTS_20260528_201141.csv; _MISC_DRAWER/SOURCE_TO_HOUSE_WASH/SOURCE_TO_HOUSE_WASH_20260528_201152/SOURCE_TO_HOUSE_WASH_CANDIDATE_EXTRACTS_20260528_201152.csv"
"CONCEPT-24951","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","""20260528_201141"",""CENTER_ROOM_COMMONS_JOB_DEFINITION_SELF_RUN_REVIEW_20260528.md"",""6"",""Authority: not doctrine, not ACTIVE_GUIDES, not CURRENT_TRUTH_INDEX"",""REVIEW"",""CANDIDATE_OR_SOURCE_ORE""","2","2","_MISC_DRAWER/SOURCE_TO_HOUSE_WASH/SOURCE_TO_HOUSE_WASH_20260528_201141/SOURCE_TO_HOUSE_WASH_CANDIDATE_EXTRACTS_20260528_201141.csv; _MISC_DRAWER/SOURCE_TO_HOUSE_WASH/SOURCE_TO_HOUSE_WASH_20260528_201152/SOURCE_TO_HOUSE_WASH_CANDIDATE_EXTRACTS_20260528_201152.csv"
"CONCEPT-04583","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","""26"",""CLOSED_EXACT"",""HOUSE_WORK/TODO/CHAT_HANDOFF_CHECKPOINT_ROPE_CARRY_NEXT_USE_TODO_20260530.md"",""HELPER_OBJECT"",""ReturnPath"",""ROOM WITHOUT RETURN"",""RETURN STITCH"",""False"",""0"",""0"",""0""","2","2","_MISC_DRAWER/READ_REPORTS/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_REAUDIT_COMPARE_20260530_150908.csv; _MISC_DRAWER/READ_REPORTS/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_REAUDIT_COMPARE_20260530_151040.csv"
"CONCEPT-12314","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","""30"",""CLOSED_EXACT"",""HOUSE_WORK/TODO/HELPER_SCRIPT_GENERATION_BASE_LAYER_GUARD_NEXT_TODO_20260530.md"",""HELPER_OBJECT"",""ReturnPath"",""ROOM WITHOUT RETURN"",""RETURN STITCH"",""False"",""0"",""0"",""0""","2","2","_MISC_DRAWER/READ_REPORTS/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_REAUDIT_COMPARE_20260530_150908.csv; _MISC_DRAWER/READ_REPORTS/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_REAUDIT_COMPARE_20260530_151040.csv"
"CONCEPT-12071","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","""WATCH"",""HOUSE_WORK/TODO/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_BOUNDED_REPAIR_TICKETS_20260530.md"",""POSSIBLE_SKIPPED_LOWER_ROOT_REVIEW"",""Issue mentions lower/root/tool failure language without clear upper/lower separation.""","2","2","_MISC_DRAWER/READ_REPORTS/ROOT_LAYER_SKIPPED_ISSUE_HISTORY_AUDIT_FINDINGS_20260530_161205.csv; _MISC_DRAWER/READ_REPORTS/ROOT_LAYER_SKIPPED_ISSUE_HISTORY_AUDIT_FINDINGS_20260530_194553.csv"
"CONCEPT-00599","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","## 7. Next Clean Move","2","2","_MISC_DRAWER/SOURCE_TO_HOUSE_WASH/SOURCE_TO_HOUSE_WASH_20260528_201141/CHUNKS_LOCAL_ONLY/006_FILE_REGISTRY_SEED_REVIEW_V1.md_CHUNK_02.txt; _MISC_DRAWER/SOURCE_TO_HOUSE_WASH/SOURCE_TO_HOUSE_WASH_20260528_201152/CHUNKS_LOCAL_ONLY/006_FILE_REGISTRY_SEED_REVIEW_V1.md_CHUNK_02.txt"
"CONCEPT-27317","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","## Next route","2","2","Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/INDEXES/DUAL_SHELL_TANDEM_GATE_BRIDGE_ROUTE_MAP_V1_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/INDEXES/FRAME_TO_SCRIPT_CANDIDATE_ROUTE_MAP_V1_20260530.md"
"CONCEPT-08101","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","| 1 | WAVE_02_HELPER_CONTRACTS | BLOCKER_ADJACENT_REVIEW | HELPER_OBJECT | ReturnPath | ROOM WITHOUT RETURN | RETURN STITCH | $(@{Wave=WAVE_02_HELPER_CONTRACTS; Severity=BLOCKER_ADJACENT_REVIEW; Path=BRAIN_LEARNING/BOUNDED_HELPER_CONTEXT_AND_LOCAL_MEANING_RULE_20260530.md; Species=HELPER_OBJECT; Field=ReturnPath; FailureFamily=ROOM WITHOUT RETURN; SuggestedS...","2","2","Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_BOUNDED_REPAIR_TICKETS_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SORTING_BENCH/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_REPAIR_PACKET_20260530/FIRST_WAVE_REPAIR_PACKET_SUMMARY.md"
"CONCEPT-03682","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","| 11 | Final Judge / Omega | close without fake motion | stop/move/save/park/review |","2","2","_CHAT_DROPS/ROOT_CLEANOUT_DROP_COPY_20260530_200513/CHAT_DROP_COPY__SWIFT_SCAN_ROOM_ORDER_MAP_V1.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/INDEXES/SWIFT_SCAN_ROOM_ORDER_MAP_V1_20260530.md"
"CONCEPT-32550","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","| 18 | WAVE_02_HELPER_CONTRACTS | BLOCKER_ADJACENT_REVIEW | HELPER_OBJECT | ReturnPath | ROOM WITHOUT RETURN | RETURN STITCH | $(@{Wave=WAVE_02_HELPER_CONTRACTS; Severity=BLOCKER_ADJACENT_REVIEW; Path=BRAIN_LEARNING/HELPER_SAVE_CONTENT_VALIDATION_AND_ISSUE_LEARNING_RULE_20260529.md; Species=HELPER_OBJECT; Field=ReturnPath; FailureFamily=ROOM WITHOUT RETURN; ...","2","2","Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_BOUNDED_REPAIR_TICKETS_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SORTING_BENCH/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_REPAIR_PACKET_20260530/FIRST_WAVE_REPAIR_PACKET_SUMMARY.md"
"CONCEPT-27344","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","| 19 | WAVE_02_HELPER_CONTRACTS | BLOCKER_ADJACENT_REVIEW | HELPER_OBJECT | ReturnPath | ROOM WITHOUT RETURN | RETURN STITCH | $(@{Wave=WAVE_02_HELPER_CONTRACTS; Severity=BLOCKER_ADJACENT_REVIEW; Path=BRAIN_LEARNING/NEED_TO_KNOW_BASES_HELPER_SLICE_RULE_20260530.md; Species=HELPER_OBJECT; Field=ReturnPath; FailureFamily=ROOM WITHOUT RETURN; SuggestedStitch=RE...","2","2","Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_BOUNDED_REPAIR_TICKETS_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SORTING_BENCH/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_REPAIR_PACKET_20260530/FIRST_WAVE_REPAIR_PACKET_SUMMARY.md"
"CONCEPT-37414","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","| 20 | WAVE_02_HELPER_CONTRACTS | BLOCKER_ADJACENT_REVIEW | HELPER_OBJECT | ReturnPath | ROOM WITHOUT RETURN | RETURN STITCH | $(@{Wave=WAVE_02_HELPER_CONTRACTS; Severity=BLOCKER_ADJACENT_REVIEW; Path=BRAIN_LEARNING/WORLD_CAPTURE_HELPERS_ADOPTION_LEARNING_RULE.md; Species=HELPER_OBJECT; Field=ReturnPath; FailureFamily=ROOM WITHOUT RETURN; SuggestedStitch=RET...","2","2","Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_BOUNDED_REPAIR_TICKETS_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SORTING_BENCH/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_REPAIR_PACKET_20260530/FIRST_WAVE_REPAIR_PACKET_SUMMARY.md"
"CONCEPT-00264","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","| 21 | WAVE_02_HELPER_CONTRACTS | BLOCKER_ADJACENT_REVIEW | HELPER_OBJECT | ReturnPath | ROOM WITHOUT RETURN | RETURN STITCH | $(@{Wave=WAVE_02_HELPER_CONTRACTS; Severity=BLOCKER_ADJACENT_REVIEW; Path=COMMAND_CENTER/CHILD_SHELL/HELPERS/HELPER_READ_CHILD_SHELL_STATUS_SUMMARY_LEVEL2.ps1; Species=HELPER_OBJECT; Field=ReturnPath; FailureFamily=ROOM WITHOUT RETUR...","2","2","Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_BOUNDED_REPAIR_TICKETS_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SORTING_BENCH/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_REPAIR_PACKET_20260530/FIRST_WAVE_REPAIR_PACKET_SUMMARY.md"
"CONCEPT-12336","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","| 3 | WAVE_02_HELPER_CONTRACTS | BLOCKER_ADJACENT_REVIEW | HELPER_OBJECT | ReturnPath | ROOM WITHOUT RETURN | RETURN STITCH | $(@{Wave=WAVE_02_HELPER_CONTRACTS; Severity=BLOCKER_ADJACENT_REVIEW; Path=BRAIN_LEARNING/CHAT_HANDOFF_CHECKPOINT_AND_ROPE_CARRY_RULE_20260530.md; Species=HELPER_OBJECT; Field=ReturnPath; FailureFamily=ROOM WITHOUT RETURN; SuggestedSti...","2","2","Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_BOUNDED_REPAIR_TICKETS_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SORTING_BENCH/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_REPAIR_PACKET_20260530/FIRST_WAVE_REPAIR_PACKET_SUMMARY.md"
"CONCEPT-02347","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","| 4 | WAVE_02_HELPER_CONTRACTS | BLOCKER_ADJACENT_REVIEW | HELPER_OBJECT | ReturnPath | ROOM WITHOUT RETURN | RETURN STITCH | $(@{Wave=WAVE_02_HELPER_CONTRACTS; Severity=BLOCKER_ADJACENT_REVIEW; Path=BRAIN_LEARNING/DESKTOP_IS_NOT_A_PARKING_LANE_HELPER_RULE_20260520.md; Species=HELPER_OBJECT; Field=ReturnPath; FailureFamily=ROOM WITHOUT RETURN; SuggestedStitc...","2","2","Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_BOUNDED_REPAIR_TICKETS_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SORTING_BENCH/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_REPAIR_PACKET_20260530/FIRST_WAVE_REPAIR_PACKET_SUMMARY.md"
"CONCEPT-19478","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","| 5 | ROOT_LAYER | route/path issue | POSSIBLE_SKIPPED_LOWER_ROOT_REVIEW | HOUSE_WORK/TODO/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_BOUNDED_REPAIR_TICKETS_20260530.md |","2","2","_MISC_DRAWER/READ_REPORTS/PATH_CLASS_REVIEW_CLOSEOUT_20260530_195649.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SORTING_BENCH/PATH_CLASS_50_WAVE_REPAIR_PACKET_20260530/PATH_CLASS_REVIEW_CLOSEOUT_SOURCE_COPY_20260530.md"
"CONCEPT-36415","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","| 5 | WAVE_02_HELPER_CONTRACTS | BLOCKER_ADJACENT_REVIEW | HELPER_OBJECT | ReturnPath | ROOM WITHOUT RETURN | RETURN STITCH | $(@{Wave=WAVE_02_HELPER_CONTRACTS; Severity=BLOCKER_ADJACENT_REVIEW; Path=BRAIN_LEARNING/HANDOFF_ASSISTANT_SAFE_SAVE_METHOD_RULE_20260520.md; Species=HELPER_OBJECT; Field=ReturnPath; FailureFamily=ROOM WITHOUT RETURN; SuggestedStitch=...","2","2","Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_BOUNDED_REPAIR_TICKETS_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SORTING_BENCH/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_REPAIR_PACKET_20260530/FIRST_WAVE_REPAIR_PACKET_SUMMARY.md"
"CONCEPT-08891","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","| 6 | Premortem / Failure Forecast | test next action before doing it | risk check |","2","2","_CHAT_DROPS/ROOT_CLEANOUT_DROP_COPY_20260530_200513/CHAT_DROP_COPY__SWIFT_SCAN_ROOM_ORDER_MAP_V1.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/INDEXES/SWIFT_SCAN_ROOM_ORDER_MAP_V1_20260530.md"
"CONCEPT-25768","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","| 7 | WAVE_02_HELPER_CONTRACTS | BLOCKER_ADJACENT_REVIEW | HELPER_OBJECT | ReturnPath | ROOM WITHOUT RETURN | RETURN STITCH | $(@{Wave=WAVE_02_HELPER_CONTRACTS; Severity=BLOCKER_ADJACENT_REVIEW; Path=BRAIN_LEARNING/HELPER_AUTHORITY_TICKET_RULE_20260530.md; Species=HELPER_OBJECT; Field=ReturnPath; FailureFamily=ROOM WITHOUT RETURN; SuggestedStitch=RETURN STIT...","2","2","Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_BOUNDED_REPAIR_TICKETS_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SORTING_BENCH/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_REPAIR_PACKET_20260530/FIRST_WAVE_REPAIR_PACKET_SUMMARY.md"
"CONCEPT-37529","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","| 9 | WAVE_02_HELPER_CONTRACTS | BLOCKER_ADJACENT_REVIEW | HELPER_OBJECT | ReturnPath | ROOM WITHOUT RETURN | RETURN STITCH | $(@{Wave=WAVE_02_HELPER_CONTRACTS; Severity=BLOCKER_ADJACENT_REVIEW; Path=BRAIN_LEARNING/HELPER_CONTEXT_HANDOFF_BALANCE_RULE_20260530.md; Species=HELPER_OBJECT; Field=ReturnPath; FailureFamily=ROOM WITHOUT RETURN; SuggestedStitch=RETU...","2","2","Jxhnny_Kl33N_Seedz/HOUSE_WORK/TODO/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_BOUNDED_REPAIR_TICKETS_20260530.md; Jxhnny_Kl33N_Seedz/HOUSE_WORK/WORK_SHED/SORTING_BENCH/LIVING_OBJECT_REGISTRY_V2_FIRST_WAVE_REPAIR_PACKET_20260530/FIRST_WAVE_REPAIR_PACKET_SUMMARY.md"
"CONCEPT-20742","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","006 FILE REGISTRY SEED REVIEW Vx.md CHUNK 01","2","2","_MISC_DRAWER/SOURCE_TO_HOUSE_WASH/SOURCE_TO_HOUSE_WASH_20260528_201141/CHUNKS_LOCAL_ONLY/006_FILE_REGISTRY_SEED_REVIEW_V1.md_CHUNK_01.txt; _MISC_DRAWER/SOURCE_TO_HOUSE_WASH/SOURCE_TO_HOUSE_WASH_20260528_201152/CHUNKS_LOCAL_ONLY/006_FILE_REGISTRY_SEED_REVIEW_V1.md_CHUNK_01.txt"
"CONCEPT-06576","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","006 FILE REGISTRY SEED REVIEW Vx.md CHUNK 02","2","2","_MISC_DRAWER/SOURCE_TO_HOUSE_WASH/SOURCE_TO_HOUSE_WASH_20260528_201141/CHUNKS_LOCAL_ONLY/006_FILE_REGISTRY_SEED_REVIEW_V1.md_CHUNK_02.txt; _MISC_DRAWER/SOURCE_TO_HOUSE_WASH/SOURCE_TO_HOUSE_WASH_20260528_201152/CHUNKS_LOCAL_ONLY/006_FILE_REGISTRY_SEED_REVIEW_V1.md_CHUNK_02.txt"
"CONCEPT-25185","KEY_LEDGER_MAP_REGISTRY","NEXT_WORK","Add-Line $lines ""Boundary: no doctrine; no ACTIVE_GUIDES; no CURRENT_TRUTH_INDEX; no registry expansion; no helper scan.""","2","2","_TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/UPDATE_ASSISTANT_ENTRY_PATH_NEXT_ACTION_V1.1.ps1; _TOOLS_AND_SCRIPTS/SAVE_SCRIPTS/ROOT_CLEANOUT_SCRIPTS_20260530_200709/UPDATE_ASSISTANT_ENTRY_PATH_NEXT_ACTION_V1.3.ps1"
