"row_id","source_term","source_line","source_class","source_risk","mapped_evidence","disposition_label","support_status","authority_boundary","proof_pointer","next_condition","return_trigger","rationale"
"UA-038","LOCK","318","VARIABLE_ASSIGNMENT_OR_CALCULATION","VARIABLE_OR_REPORT_CONTROL","$BlockedPowers = Get-ArrayText (Get-PropertyValue -Object $PointerObject -Name ""BlockedPowers"")","LEAVE_BE","NO_ACTION_INTERNAL_MECHANIC","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L318","Leave in source context; no extraction or authority promotion.","No return unless the source helper itself is reviewed.","The mapped row is an internal variable/control mechanic; leave it in source context and do not extract authority from it."
"UA-039","Receipt","321","VARIABLE_ASSIGNMENT_OR_CALCULATION","VARIABLE_OR_REPORT_CONTROL","$SaveReceipts = Get-ArrayText (Get-PropertyValue -Object $PointerObject -Name ""SaveReceipts"")","ADOPT_AS_SUPPORT","SAFE_SUPPORT_ONLY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L321","May cite as support only with this source-table pointer and no run/pass/save claim.","Return if the row is cited outside the disposition packet.","The mapped row is usable as bounded support because it points to guard wording, proof metadata, or a no-mutation/report-only condition; it is not a run/pass/save proof."
"UA-040","Receipts","321","VARIABLE_ASSIGNMENT_OR_CALCULATION","VARIABLE_OR_REPORT_CONTROL","$SaveReceipts = Get-ArrayText (Get-PropertyValue -Object $PointerObject -Name ""SaveReceipts"")","ADOPT_AS_SUPPORT","SAFE_SUPPORT_ONLY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L321","May cite as support only with this source-table pointer and no run/pass/save claim.","Return if the row is cited outside the disposition packet.","The mapped row is usable as bounded support because it points to guard wording, proof metadata, or a no-mutation/report-only condition; it is not a run/pass/save proof."
"UA-041","DoesNotProve","322","VARIABLE_ASSIGNMENT_OR_CALCULATION","VARIABLE_OR_REPORT_CONTROL","$DoesNotProve = Get-PropertyValue -Object $PointerObject -Name ""DoesNotProve""","ADOPT_AS_SUPPORT","SAFE_SUPPORT_ONLY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L322","May cite as support only with this source-table pointer and no run/pass/save claim.","Return if the row is cited outside the disposition packet.","The mapped row is usable as bounded support because it points to guard wording, proof metadata, or a no-mutation/report-only condition; it is not a run/pass/save proof."
"UA-042","StopLine","323","VARIABLE_ASSIGNMENT_OR_CALCULATION","VARIABLE_OR_REPORT_CONTROL","$StopLine = Get-PropertyValue -Object $PointerObject -Name ""StopLine""","ADOPT_AS_SUPPORT","SAFE_SUPPORT_ONLY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L323","May cite as support only with this source-table pointer and no run/pass/save claim.","Return if the row is cited outside the disposition packet.","The mapped row is usable as bounded support because it points to guard wording, proof metadata, or a no-mutation/report-only condition; it is not a run/pass/save proof."
"UA-043","DoesNotProve","325","UNKNOWN_AUTHORITY_CONTEXT","WATCH_REVIEW","if ([string]::IsNullOrWhiteSpace([string]$DoesNotProve)) {","ADOPT_AS_SUPPORT","SAFE_SUPPORT_ONLY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L325","May cite as support only with this source-table pointer and no run/pass/save claim.","Return if the row is cited outside the disposition packet.","The mapped row is usable as bounded support because it points to guard wording, proof metadata, or a no-mutation/report-only condition; it is not a run/pass/save proof."
"UA-044","DoesNotProve","326","VARIABLE_ASSIGNMENT_OR_CALCULATION","VARIABLE_OR_REPORT_CONTROL","$DoesNotProve = ""This inspect card does not prove action completion and does not authorize execution.""","ADOPT_AS_SUPPORT","SAFE_SUPPORT_ONLY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L326","May cite as support only with this source-table pointer and no run/pass/save claim.","Return if the row is cited outside the disposition packet.","The mapped row is usable as bounded support because it points to guard wording, proof metadata, or a no-mutation/report-only condition; it is not a run/pass/save proof."
"UA-045","StopLine","328","UNKNOWN_AUTHORITY_CONTEXT","WATCH_REVIEW","if ([string]::IsNullOrWhiteSpace([string]$StopLine)) {","ADOPT_AS_SUPPORT","SAFE_SUPPORT_ONLY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L328","May cite as support only with this source-table pointer and no run/pass/save claim.","Return if the row is cited outside the disposition packet.","The mapped row is usable as bounded support because it points to guard wording, proof metadata, or a no-mutation/report-only condition; it is not a run/pass/save proof."
"UA-046","StopLine","329","VARIABLE_ASSIGNMENT_OR_CALCULATION","VARIABLE_OR_REPORT_CONTROL","$StopLine = ""No execution, writing, Git mutation, pointer update, or repair from inspect.""","ADOPT_AS_SUPPORT","SAFE_SUPPORT_ONLY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L329","May cite as support only with this source-table pointer and no run/pass/save claim.","Return if the row is cited outside the disposition packet.","The mapped row is usable as bounded support because it points to guard wording, proof metadata, or a no-mutation/report-only condition; it is not a run/pass/save proof."
"UA-047","LOCK","342","UNKNOWN_AUTHORITY_CONTEXT","WATCH_REVIEW","$WarningExplanationLines.Add(""BlockerStatus: $($Warning.BlockerStatus)"") | Out-Null","PROOF_NEEDED","PROOF_NEEDED_BEFORE_USE","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L342","Require owner/proof/key/boundary/return path before use beyond static support.","Return when a proof artifact is supplied or this field is proposed for active use.","The mapped row sits in unknown-authority context; use beyond support needs owner, proof, key, boundary, and return path."
"UA-048","FAIL","355","VERDICT_ASSIGNMENT_HEAD","REPORT_CONTROL","$FinalVerdict = if ($Failures.Count -gt 0) {","BLOCK_AS_AUTHORITY","BLOCKED_FROM_AUTHORITY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L355","Do not install as authority; use only as evidence of a wording/control risk.","Return only for a deliberate authority-boundary rewrite, not for promotion.","The mapped row must not become authority because 'FAIL' or VERDICT_ASSIGNMENT_HEAD can falsely read as final verdict, pass, or saved state."
"UA-049","FinalVerdict","355","VERDICT_ASSIGNMENT_HEAD","REPORT_CONTROL","$FinalVerdict = if ($Failures.Count -gt 0) {","BLOCK_AS_AUTHORITY","BLOCKED_FROM_AUTHORITY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L355","Do not install as authority; use only as evidence of a wording/control risk.","Return only for a deliberate authority-boundary rewrite, not for promotion.","The mapped row must not become authority because 'FinalVerdict' or VERDICT_ASSIGNMENT_HEAD can falsely read as final verdict, pass, or saved state."
"UA-050","VERDICT","355","VERDICT_ASSIGNMENT_HEAD","REPORT_CONTROL","$FinalVerdict = if ($Failures.Count -gt 0) {","BLOCK_AS_AUTHORITY","BLOCKED_FROM_AUTHORITY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L355","Do not install as authority; use only as evidence of a wording/control risk.","Return only for a deliberate authority-boundary rewrite, not for promotion.","The mapped row must not become authority because 'VERDICT' or VERDICT_ASSIGNMENT_HEAD can falsely read as final verdict, pass, or saved state."
"UA-051","FAIL","356","REPORT_OUTPUT_STRING","REPORT_ONLY","""STOP / READ_ONLY_INSPECT_ACTIVE_TASK_V0_BASE_FAILURE / NO_MUTATION""","ADAPT_BEFORE_USE","SAFE_AFTER_REPORT_ONLY_ADAPTATION","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L356","Before reuse, rewrite or frame as report-only wording so it cannot read as final authority.","Return when wording is moved into active docs, UI, helper instructions, or guide text.","The mapped row can support review, but the term 'FAIL' is authority-shaped and needs report-only wording before it travels."
"UA-052","NO_MUTATION","356","REPORT_OUTPUT_STRING","REPORT_ONLY","""STOP / READ_ONLY_INSPECT_ACTIVE_TASK_V0_BASE_FAILURE / NO_MUTATION""","ADOPT_AS_SUPPORT","SAFE_SUPPORT_ONLY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L356","May cite as support only with this source-table pointer and no run/pass/save claim.","Return if the row is cited outside the disposition packet.","The mapped row is usable as bounded support because it points to guard wording, proof metadata, or a no-mutation/report-only condition; it is not a run/pass/save proof."
"UA-053","LOCK","357","UNKNOWN_AUTHORITY_CONTEXT","WATCH_REVIEW","} elseif ($UnknownWarnings.Count -gt 0 -or $BlockingWarnings.Count -gt 0) {","PROOF_NEEDED","PROOF_NEEDED_BEFORE_USE","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L357","Require owner/proof/key/boundary/return path before use beyond static support.","Return when a proof artifact is supplied or this field is proposed for active use.","The mapped row sits in unknown-authority context; use beyond support needs owner, proof, key, boundary, and return path."
"UA-054","LOCK","358","REPORT_OUTPUT_STRING","REPORT_ONLY","""WATCH_STOP / READ_ONLY_INSPECT_ACTIVE_TASK_V0_POINTER_BLOCKED / NO_MUTATION""","ADAPT_BEFORE_USE","SAFE_AFTER_REPORT_ONLY_ADAPTATION","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L358","Before reuse, rewrite or frame as report-only wording so it cannot read as final authority.","Return when wording is moved into active docs, UI, helper instructions, or guide text.","The mapped row can support review, but the term 'LOCK' is authority-shaped and needs report-only wording before it travels."
"UA-055","NO_MUTATION","358","REPORT_OUTPUT_STRING","REPORT_ONLY","""WATCH_STOP / READ_ONLY_INSPECT_ACTIVE_TASK_V0_POINTER_BLOCKED / NO_MUTATION""","ADOPT_AS_SUPPORT","SAFE_SUPPORT_ONLY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L358","May cite as support only with this source-table pointer and no run/pass/save claim.","Return if the row is cited outside the disposition packet.","The mapped row is usable as bounded support because it points to guard wording, proof metadata, or a no-mutation/report-only condition; it is not a run/pass/save proof."
"UA-056","NO_MUTATION","360","REPORT_OUTPUT_STRING","REPORT_ONLY","""PASS_WITH_WATCH / POINTER_MISSING_CARD_RETURNED / NO_MUTATION""","ADOPT_AS_SUPPORT","SAFE_SUPPORT_ONLY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L360","May cite as support only with this source-table pointer and no run/pass/save claim.","Return if the row is cited outside the disposition packet.","The mapped row is usable as bounded support because it points to guard wording, proof metadata, or a no-mutation/report-only condition; it is not a run/pass/save proof."
"UA-057","PASS","360","REPORT_OUTPUT_STRING","REPORT_ONLY","""PASS_WITH_WATCH / POINTER_MISSING_CARD_RETURNED / NO_MUTATION""","BLOCK_AS_AUTHORITY","BLOCKED_FROM_AUTHORITY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L360","Do not install as authority; use only as evidence of a wording/control risk.","Return only for a deliberate authority-boundary rewrite, not for promotion.","The mapped row must not become authority because 'PASS' or REPORT_OUTPUT_STRING can falsely read as final verdict, pass, or saved state."
"UA-058","NO_MUTATION","362","REPORT_OUTPUT_STRING","REPORT_ONLY","""PASS / INSPECT_ACTIVE_TASK_CARD_RETURNED / NO_MUTATION""","ADOPT_AS_SUPPORT","SAFE_SUPPORT_ONLY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L362","May cite as support only with this source-table pointer and no run/pass/save claim.","Return if the row is cited outside the disposition packet.","The mapped row is usable as bounded support because it points to guard wording, proof metadata, or a no-mutation/report-only condition; it is not a run/pass/save proof."
"UA-059","PASS","362","REPORT_OUTPUT_STRING","REPORT_ONLY","""PASS / INSPECT_ACTIVE_TASK_CARD_RETURNED / NO_MUTATION""","BLOCK_AS_AUTHORITY","BLOCKED_FROM_AUTHORITY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L362","Do not install as authority; use only as evidence of a wording/control risk.","Return only for a deliberate authority-boundary rewrite, not for promotion.","The mapped row must not become authority because 'PASS' or REPORT_OUTPUT_STRING can falsely read as final verdict, pass, or saved state."
"UA-060","SHA256","372","REPORT_OUTPUT_STRING","REPORT_ONLY","""PointerSHA256: $PointerSha256""","ADOPT_AS_SUPPORT","SAFE_SUPPORT_ONLY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L372","May cite as support only with this source-table pointer and no run/pass/save claim.","Return if the row is cited outside the disposition packet.","The mapped row is usable as bounded support because it points to guard wording, proof metadata, or a no-mutation/report-only condition; it is not a run/pass/save proof."
"UA-061","COMPLETE","381","UNKNOWN_AUTHORITY_CONTEXT","WATCH_REVIEW","""LastCompletedStep: $LastCompletedStep""","PARK_WITH_RETURN_TRIGGER","PARKED_MATERIAL","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L381","Return only when owner, proof, key, boundary, and return path are requested for this field.","Return when pointer-state ownership or completion provenance becomes the active object.","The mapped row describes pointer/completion/second-review material that should stay parked until its owner and return path are explicit."
"UA-062","LOCK","387","REPORT_OUTPUT_STRING","REPORT_ONLY","""BlockedPowers: $BlockedPowers""","ADAPT_BEFORE_USE","SAFE_AFTER_REPORT_ONLY_ADAPTATION","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L387","Before reuse, rewrite or frame as report-only wording so it cannot read as final authority.","Return when wording is moved into active docs, UI, helper instructions, or guide text.","The mapped row can support review, but the term 'LOCK' is authority-shaped and needs report-only wording before it travels."
"UA-063","Receipt","392","REPORT_OUTPUT_STRING","REPORT_ONLY","""SaveReceipts: $SaveReceipts""","ADOPT_AS_SUPPORT","SAFE_SUPPORT_ONLY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L392","May cite as support only with this source-table pointer and no run/pass/save claim.","Return if the row is cited outside the disposition packet.","The mapped row is usable as bounded support because it points to guard wording, proof metadata, or a no-mutation/report-only condition; it is not a run/pass/save proof."
"UA-064","Receipts","392","REPORT_OUTPUT_STRING","REPORT_ONLY","""SaveReceipts: $SaveReceipts""","ADOPT_AS_SUPPORT","SAFE_SUPPORT_ONLY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L392","May cite as support only with this source-table pointer and no run/pass/save claim.","Return if the row is cited outside the disposition packet.","The mapped row is usable as bounded support because it points to guard wording, proof metadata, or a no-mutation/report-only condition; it is not a run/pass/save proof."
"UA-065","LOCK","398","REPORT_OUTPUT_STRING","REPORT_ONLY","""BLOCKING_WARNING_COUNT: $($BlockingWarnings.Count)""","ADAPT_BEFORE_USE","SAFE_AFTER_REPORT_ONLY_ADAPTATION","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L398","Before reuse, rewrite or frame as report-only wording so it cannot read as final authority.","Return when wording is moved into active docs, UI, helper instructions, or guide text.","The mapped row can support review, but the term 'LOCK' is authority-shaped and needs report-only wording before it travels."
"UA-066","LOCK","399","REPORT_OUTPUT_STRING","REPORT_ONLY","""NON_BLOCKING_WARNING_COUNT: $($NonBlockingWarnings.Count)""","ADAPT_BEFORE_USE","SAFE_AFTER_REPORT_ONLY_ADAPTATION","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L399","Before reuse, rewrite or frame as report-only wording so it cannot read as final authority.","Return when wording is moved into active docs, UI, helper instructions, or guide text.","The mapped row can support review, but the term 'LOCK' is authority-shaped and needs report-only wording before it travels."
"UA-067","DoesNotProve","404","REPORT_OUTPUT_STRING","REPORT_ONLY","""DoesNotProve: $DoesNotProve""","ADOPT_AS_SUPPORT","SAFE_SUPPORT_ONLY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L404","May cite as support only with this source-table pointer and no run/pass/save claim.","Return if the row is cited outside the disposition packet.","The mapped row is usable as bounded support because it points to guard wording, proof metadata, or a no-mutation/report-only condition; it is not a run/pass/save proof."
"UA-068","StopLine","405","REPORT_OUTPUT_STRING","REPORT_ONLY","""StopLine: $StopLine""","ADOPT_AS_SUPPORT","SAFE_SUPPORT_ONLY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L405","May cite as support only with this source-table pointer and no run/pass/save claim.","Return if the row is cited outside the disposition packet.","The mapped row is usable as bounded support because it points to guard wording, proof metadata, or a no-mutation/report-only condition; it is not a run/pass/save proof."
"UA-069","FAIL","406","REPORT_OUTPUT_STRING","REPORT_ONLY","""FAILURE_COUNT: $($Failures.Count)""","ADAPT_BEFORE_USE","SAFE_AFTER_REPORT_ONLY_ADAPTATION","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L406","Before reuse, rewrite or frame as report-only wording so it cannot read as final authority.","Return when wording is moved into active docs, UI, helper instructions, or guide text.","The mapped row can support review, but the term 'FAIL' is authority-shaped and needs report-only wording before it travels."
"UA-070","FAIL","407","UNKNOWN_AUTHORITY_CONTEXT","WATCH_REVIEW","if ($Failures.Count -gt 0) {","ADOPT_AS_SUPPORT","SAFE_SUPPORT_ONLY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L407","May cite as support only with this source-table pointer and no run/pass/save claim.","Return if the row is cited outside the disposition packet.","The mapped row is usable as bounded support because it points to guard wording, proof metadata, or a no-mutation/report-only condition; it is not a run/pass/save proof."
"UA-071","FAIL","408","UNKNOWN_AUTHORITY_CONTEXT","WATCH_REVIEW","foreach ($Failure in $Failures) { ""FAILED_CHECK: $Failure"" }","PROOF_NEEDED","PROOF_NEEDED_BEFORE_USE","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L408","Require owner/proof/key/boundary/return path before use beyond static support.","Return when a proof artifact is supplied or this field is proposed for active use.","The mapped row sits in unknown-authority context; use beyond support needs owner, proof, key, boundary, and return path."
"UA-072","FinalVerdict","410","VARIABLE_REFERENCE","VARIABLE_REFERENCE_ONLY","$FinalVerdict","BLOCK_AS_AUTHORITY","BLOCKED_FROM_AUTHORITY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L410","Do not install as authority; use only as evidence of a wording/control risk.","Return only for a deliberate authority-boundary rewrite, not for promotion.","The mapped row must not become authority because 'FinalVerdict' or VARIABLE_REFERENCE can falsely read as final verdict, pass, or saved state."
"UA-073","VERDICT","410","VARIABLE_REFERENCE","VARIABLE_REFERENCE_ONLY","$FinalVerdict","BLOCK_AS_AUTHORITY","BLOCKED_FROM_AUTHORITY","Not active authority; does not prove run, pass, saved state, permission, or helper correctness.","HOUSE_WORK\IDEA_CONCEPT_COLLECTION_ROOM\HELPER_STRESS_BENCH_ROW_001_STATIC_CODE_SHAPE_AND_FIXTURE_CARD_20260603\ROW_001_AUTHORITY_LANGUAGE_SURFACE_ADJUDICATION_TABLE_20260603.csv#L410","Do not install as authority; use only as evidence of a wording/control risk.","Return only for a deliberate authority-boundary rewrite, not for promotion.","The mapped row must not become authority because 'VERDICT' or VARIABLE_REFERENCE can falsely read as final verdict, pass, or saved state."
